Date,Area,GEN,AGG,CNT
202002,서울 동작구,1,1,68
202002,서울 동작구,1,2,11
202002,서울 동작구,1,3,132
202002,서울 동작구,1,4,107
202002,서울 동작구,1,5,135
202002,서울 동작구,2,0,79
202002,서울 동작구,2,1,52
202002,서울 동작구,2,2,9
202002,서울 동작구,2,3,134
202002,서울 동작구,2,4,150
202002,서울 동작구,2,5,176
202002,서울 관악구,1,0,74
202002,서울 관악구,1,1,58
202002,서울 관악구,1,2,16
202002,서울 관악구,1,3,146
202002,서울 관악구,1,4,109
202002,서울 관악구,1,5,151
202002,서울 관악구,2,0,55
202002,서울 관악구,2,1,42
202002,서울 관악구,2,2,13
202002,서울 관악구,2,3,222
202002,서울 관악구,2,4,191
202002,서울 관악구,2,5,212
202002,서울 서초구,1,0,80
202002,서울 서초구,1,1,70
202002,서울 서초구,1,2,24
202002,서울 서초구,1,3,110
202002,서울 서초구,1,4,114
202002,서울 서초구,1,5,93
202002,서울 서초구,2,0,62
202002,서울 서초구,2,1,49
202002,서울 서초구,2,2,20
202002,서울 서초구,2,3,136
202002,서울 서초구,2,4,176
202002,서울 서초구,2,5,116
202002,서울 강남구,1,0,113
202002,서울 강남구,1,1,94
202002,서울 강남구,1,2,37
202002,서울 강남구,1,3,157
202002,서울 강남구,1,4,132
202002,서울 강남구,1,5,120
202002,서울 강남구,2,0,92
202002,서울 강남구,2,1,67
202002,서울 강남구,2,2,23
202002,서울 강남구,2,3,201
202002,서울 강남구,2,4,172
202002,서울 강남구,2,5,139
202002,서울 송파구,1,0,158
202002,서울 송파구,1,1,160
202002,서울 송파구,1,2,41
202002,서울 송파구,1,3,230
202002,서울 송파구,1,4,183
202002,서울 송파구,1,5,190
202002,서울 송파구,2,0,118
202002,서울 송파구,2,1,93
202002,서울 송파구,2,2,27
202002,서울 송파구,2,3,293
202002,서울 송파구,2,4,315
202002,서울 송파구,2,5,210
202002,서울 강동구,1,0,74
202002,서울 강동구,1,1,71
202002,서울 강동구,1,2,24
202002,서울 강동구,1,3,166
202002,서울 강동구,1,4,122
202002,서울 강동구,1,5,169
202002,서울 강동구,2,0,65
202002,서울 강동구,2,1,46
202002,서울 강동구,2,2,8
202002,서울 강동구,2,3,176
202002,서울 강동구,2,4,190
202002,서울 강동구,2,5,173
202003,서울 종로구,1,0,4
202003,서울 종로구,1,1,12
202003,서울 종로구,1,2,5
202003,서울 종로구,1,3,36
202003,서울 종로구,1,4,26
202003,서울 종로구,1,5,39
202003,서울 종로구,2,0,7
202003,서울 종로구,2,1,8
202003,서울 종로구,2,2,6
202003,서울 종로구,2,3,36
202003,서울 종로구,2,4,49
202003,서울 종로구,2,5,57
202003,서울 중구,1,0,9
202003,서울 중구,1,1,10
202003,서울 중구,1,2,6
202003,서울 중구,1,3,41
202003,서울 중구,1,4,52
202003,서울 중구,1,5,45
202003,서울 중구,2,0,15
202003,서울 중구,2,1,12
202003,서울 중구,2,2,5
202003,서울 중구,2,3,54
202003,서울 중구,2,4,60
202003,서울 중구,2,5,42
202003,서울 용산구,1,0,16
202003,서울 용산구,1,1,11
202003,서울 용산구,1,2,4
202003,서울 용산구,1,3,56
202003,서울 용산구,1,4,53
202003,서울 용산구,1,5,69
202003,서울 용산구,2,0,7
202003,서울 용산구,2,1,4
202003,서울 용산구,2,3,59
202003,서울 용산구,2,4,55
202003,서울 용산구,2,5,54
202003,서울 성동구,1,0,34
202003,서울 성동구,1,1,22
202003,서울 성동구,1,2,7
202003,서울 성동구,1,3,68
202003,서울 성동구,1,4,80
202003,서울 성동구,1,5,84
202003,서울 성동구,2,0,30
202003,서울 성동구,2,1,24
202003,서울 성동구,2,2,10
202003,서울 성동구,2,3,99
202003,서울 성동구,2,4,101
202003,서울 성동구,2,5,90
202003,서울 광진구,1,0,40
202003,서울 광진구,1,1,52
202003,서울 광진구,1,2,9
202003,서울 광진구,1,3,91
202003,서울 광진구,1,4,83
202003,서울 광진구,1,5,71
202003,서울 광진구,2,0,24
202003,서울 광진구,2,1,14
202003,서울 광진구,2,2,11
202003,서울 광진구,2,3,102
202003,서울 광진구,2,4,124
202003,서울 광진구,2,5,89
202003,서울 동대문구,1,0,35
202003,서울 동대문구,1,1,47
202003,서울 동대문구,1,2,10
202003,서울 동대문구,1,3,115
202003,서울 동대문구,1,4,96
202003,서울 동대문구,1,5,123
202003,서울 동대문구,2,0,33
202003,서울 동대문구,2,1,26
202003,서울 동대문구,2,2,5
202003,서울 동대문구,2,3,109
202003,서울 동대문구,2,4,119
202003,서울 동대문구,2,5,113
202003,서울 중랑구,1,0,43
202003,서울 중랑구,1,1,37
202003,서울 중랑구,1,2,10
202003,서울 중랑구,1,3,101
202003,서울 중랑구,1,4,122
202003,서울 중랑구,1,5,165
202003,서울 중랑구,2,0,35
202003,서울 중랑구,2,1,22
202003,서울 중랑구,2,2,3
202003,서울 중랑구,2,3,153
202003,서울 중랑구,2,4,197
202003,서울 중랑구,2,5,170
202003,서울 성북구,1,0,35
202003,서울 성북구,1,1,38
202003,서울 성북구,1,2,16
202003,서울 성북구,1,3,91
202003,서울 성북구,1,4,108
202003,서울 성북구,1,5,147
202003,서울 성북구,2,0,41
202003,서울 성북구,2,1,25
202003,서울 성북구,2,2,6
202003,서울 성북구,2,3,134
202003,서울 성북구,2,4,154
202003,서울 성북구,2,5,142
202003,서울 강북구,1,0,16
202003,서울 강북구,1,1,28
202003,서울 강북구,1,2,13
202003,서울 강북구,1,3,69
202003,서울 강북구,1,4,83
202003,서울 강북구,1,5,142
202003,서울 강북구,2,0,17
202003,서울 강북구,2,1,14
202003,서울 강북구,2,2,5
202003,서울 강북구,2,3,81
202003,서울 강북구,2,4,128
202003,서울 강북구,2,5,175
202003,서울 도봉구,1,0,32
202003,서울 도봉구,1,1,32
202003,서울 도봉구,1,2,13
202003,서울 도봉구,1,3,66
202003,서울 도봉구,1,4,82
202003,서울 도봉구,1,5,97
202003,서울 도봉구,2,0,25
202003,서울 도봉구,2,1,30
202003,서울 도봉구,2,2,5
202003,서울 도봉구,2,3,96
202003,서울 도봉구,2,4,118
202003,서울 도봉구,2,5,128
202003,서울 노원구,1,0,83
202003,서울 노원구,1,1,62
202003,서울 노원구,1,2,24
202003,서울 노원구,1,3,75
202003,서울 노원구,1,4,99
202003,서울 노원구,1,5,153
202003,서울 노원구,2,0,58
202003,서울 노원구,2,1,42
202003,서울 노원구,2,2,9
202003,서울 노원구,2,3,112
202003,서울 노원구,2,4,149
202003,서울 노원구,2,5,162
202003,서울 은평구,1,0,82
202003,서울 은평구,1,1,66
202003,서울 은평구,1,2,25
202003,서울 은평구,1,3,132
202003,서울 은평구,1,4,143
202003,서울 은평구,1,5,187
202003,서울 은평구,2,0,55
202003,서울 은평구,2,1,50
202003,서울 은평구,2,2,16
202003,서울 은평구,2,3,162
202003,서울 은평구,2,4,224
202003,서울 은평구,2,5,201
202003,서울 서대문구,1,0,21
202003,서울 서대문구,1,1,39
202003,서울 서대문구,1,2,17
202003,서울 서대문구,1,3,97
202003,서울 서대문구,1,4,96
202003,서울 서대문구,1,5,115
202003,서울 서대문구,2,0,25
202003,서울 서대문구,2,1,23
202003,서울 서대문구,2,2,13
202003,서울 서대문구,2,3,148
202003,서울 서대문구,2,4,156
202003,서울 서대문구,2,5,123
202003,서울 마포구,1,0,33
202003,서울 마포구,1,1,26
202003,서울 마포구,1,2,11
202003,서울 마포구,1,3,101
202003,서울 마포구,1,4,70
202003,서울 마포구,1,5,84
202003,서울 마포구,2,0,31
202003,서울 마포구,2,1,12
202003,서울 마포구,2,2,12
202003,서울 마포구,2,3,111
202003,서울 마포구,2,4,113
202003,서울 마포구,2,5,95
202003,서울 양천구,1,0,33
202003,서울 양천구,1,1,42
202003,서울 양천구,1,2,15
202003,서울 양천구,1,3,91
202003,서울 양천구,1,4,128
202003,서울 양천구,1,5,135
202003,서울 양천구,2,0,31
202003,서울 양천구,2,1,34
202003,서울 양천구,2,2,11
202003,서울 양천구,2,3,102
202003,서울 양천구,2,4,148
202003,서울 양천구,2,5,149
202003,서울 강서구,1,0,47
202003,서울 강서구,1,1,36
202003,서울 강서구,1,2,10
202003,서울 강서구,1,3,158
202003,서울 강서구,1,4,144
202003,서울 강서구,1,5,157
202003,서울 강서구,2,0,40
202003,서울 강서구,2,1,44
202003,서울 강서구,2,2,5
202003,서울 강서구,2,3,181
202003,서울 강서구,2,4,193
202003,서울 강서구,2,5,165
202003,서울 구로구,1,0,37
202003,서울 구로구,1,1,19
202003,서울 구로구,1,2,8
202003,서울 구로구,1,3,78
202003,서울 구로구,1,4,104
202003,서울 구로구,1,5,121
202003,서울 구로구,2,0,32
202003,서울 구로구,2,1,21
202003,서울 구로구,2,2,4
202003,서울 구로구,2,3,102
202003,서울 구로구,2,4,143
202003,서울 구로구,2,5,147
202003,서울 금천구,1,0,12
202003,서울 금천구,1,1,7
202003,서울 금천구,1,2,4
202003,서울 금천구,1,3,48
202003,서울 금천구,1,4,52
202003,서울 금천구,1,5,62
202003,서울 금천구,2,0,10
202003,서울 금천구,2,1,7
202003,서울 금천구,2,2,3
202003,서울 금천구,2,3,53
202003,서울 금천구,2,4,71
202003,서울 금천구,2,5,59
202003,서울 영등포구,1,0,18
202003,서울 영등포구,1,1,18
202003,서울 영등포구,1,2,12
202003,서울 영등포구,1,3,99
202003,서울 영등포구,1,4,97
202003,서울 영등포구,1,5,101
202003,서울 영등포구,2,0,18
202003,서울 영등포구,2,1,12
202003,서울 영등포구,2,2,7
202003,서울 영등포구,2,3,127
202003,서울 영등포구,2,4,171
202003,서울 영등포구,2,5,117
202003,서울 동작구,1,0,33
202003,서울 동작구,1,1,32
202003,서울 동작구,1,2,9
202003,서울 동작구,1,3,101
202003,서울 동작구,1,4,81
202003,서울 동작구,1,5,118
202003,서울 동작구,2,0,28
202003,서울 동작구,2,1,34
202003,서울 동작구,2,2,4
202003,서울 동작구,2,3,99
202003,서울 동작구,2,4,126
202003,서울 동작구,2,5,112
202003,서울 관악구,1,0,40
202003,서울 관악구,1,1,38
202003,서울 관악구,1,2,8
202003,서울 관악구,1,3,128
202003,서울 관악구,1,4,123
202003,서울 관악구,1,5,159
202003,서울 관악구,2,0,18
202003,서울 관악구,2,1,17
202003,서울 관악구,2,2,5
202003,서울 관악구,2,3,148
202003,서울 관악구,2,4,159
202003,서울 관악구,2,5,138
202003,서울 서초구,1,0,21
202003,서울 서초구,1,1,37
202003,서울 서초구,1,2,21
202003,서울 서초구,1,3,96
202003,서울 서초구,1,4,106
202003,서울 서초구,1,5,103
202003,서울 서초구,2,0,22
202003,서울 서초구,2,1,32
202003,서울 서초구,2,2,18
202003,서울 서초구,2,3,123
