지역,측정소명,측정소코드,측정일시,SO2,CO,O3,NO2,PM10,주소
서울,신촌로,111202,20030315,0.015,0.7,0.009,0.055,179,서울 마포구 노고산동
서울,강서구,111212,20030328,0.002,0.5,0.032,0.015,86,서울 강서구 화곡동
서울,강서구,111212,20030331,0.006,0.7,0.013,0.052,101,서울 강서구 화곡동
서울,마포구,111201,20030223,0.001,0.4,0.024,0.026,32,서울 마포구 대흥동
서울,마포구,111201,20030225,0.017,0.9,0.013,0.044,171,서울 마포구 대흥동
서울,마포구,111201,20030227,0.007,0.5,0.029,0.024,40,서울 마포구 대흥동
서울,신촌로,111202,20030316,0.007,1,0.008,0.041,88,서울 마포구 노고산동
서울,서대문구,111191,20030102,-999,0.8,0.01,0.042,64,서울 서대문구 연희동
서울,서대문구,111191,20030103,-999,1.1,0.001,0.063,-999,서울 서대문구 연희동
서울,서대문구,111191,20030104,0.005,0.6,0.015,0.026,100,서울 서대문구 연희동
서울,서대문구,111191,20030106,0.006,0.8,0.009,0.045,55,서울 서대문구 연희동
서울,마포구,111201,20030228,0.006,0.6,0.015,0.044,68,서울 마포구 대흥동
서울,마포구,111201,20030301,0.005,0.8,0.012,0.052,129,서울 마포구 대흥동
서울,마포구,111201,20030304,0.003,0.4,0.031,0.015,31,서울 마포구 대흥동
서울,마포구,111201,20030306,0.002,0.5,0.009,0.038,54,서울 마포구 대흥동
서울,신촌로,111202,20030322,0.009,0.5,0.01,0.042,76,서울 마포구 노고산동
서울,신촌로,111202,20030323,0.013,0.5,0.008,0.054,139,서울 마포구 노고산동
서울,신촌로,111202,20030327,0.009,1.5,0.011,0.034,276,서울 마포구 노고산동
서울,강서구,111212,20030101,0.006,0.7,0.03,0.015,50,서울 강서구 화곡동
서울,강서구,111212,20030103,-999,1,0.003,0.058,111,서울 강서구 화곡동
서울,서대문구,111191,20030109,0.015,1.7,0.001,0.075,143,서울 서대문구 연희동
서울,서대문구,111191,20030110,0.013,1.7,0.002,0.072,213,서울 서대문구 연희동
서울,서대문구,111191,20030111,0.018,1.9,0.002,0.085,212,서울 서대문구 연희동
서울,서대문구,111191,20030114,0.003,0.6,0.015,0.024,30,서울 서대문구 연희동
서울,마포구,111201,20030308,0.008,0.4,0.003,0.031,22,서울 마포구 대흥동
서울,마포구,111201,20030310,0.008,0.4,0.005,0.025,34,서울 마포구 대흥동
서울,마포구,111201,20030312,0.013,0.8,0.006,0.077,110,서울 마포구 대흥동
서울,신촌로,111202,20030328,0.008,0.6,0.01,0.039,111,서울 마포구 노고산동
서울,신촌로,111202,20030330,0.011,0.3,0.012,0.041,85,서울 마포구 노고산동
서울,신촌로,111202,20030331,0.011,0.9,0.011,0.043,125,서울 마포구 노고산동
서울,강서구,111212,20030107,0.009,1.5,0.005,0.069,99,서울 강서구 화곡동
서울,강서구,111212,20030108,0.013,1.5,0.006,0.073,120,서울 강서구 화곡동
서울,강서구,111212,20030110,0.011,2.4,0.003,0.086,194,서울 강서구 화곡동
서울,강서구,111212,20030111,0.021,1.6,0.006,0.071,176,서울 강서구 화곡동
서울,은평구,111181,20030319,0.004,0.2,0.029,0.035,68,서울 은평구 진흥로 215
서울,은평구,111181,20030320,0.006,0.3,0.021,0.044,98,서울 은평구 진흥로 215
서울,은평구,111181,20030322,0.005,0.2,0.015,0.05,73,서울 은평구 진흥로 215
서울,은평구,111181,20030323,0.01,0.7,0.02,0.06,148,서울 은평구 진흥로 215
서울,은평구,111181,20030324,0.006,0.6,0.012,0.061,118,서울 은평구 진흥로 215
서울,은평구,111181,20030325,0.004,0.6,0.025,0.04,124,서울 은평구 진흥로 215
서울,서대문구,111191,20030115,0.007,1.2,0.003,0.063,107,서울 서대문구 연희동
서울,서대문구,111191,20030116,0.012,1.5,0.002,0.07,58,서울 서대문구 연희동
서울,서대문구,111191,20030117,0.007,1.2,0.001,0.054,70,서울 서대문구 연희동
서울,서대문구,111191,20030118,0.012,1.2,0.001,0.058,146,서울 서대문구 연희동
서울,마포구,111201,20030313,0.006,0.4,0.007,0.051,87,서울 마포구 대흥동
서울,마포구,111201,20030314,0.015,0.8,0.006,0.066,104,서울 마포구 대흥동
서울,마포구,111201,20030315,0.018,1,0.008,0.09,164,서울 마포구 대흥동
서울,마포구,111201,20030317,0.003,0.5,0.006,0.033,36,서울 마포구 대흥동
서울,신촌로,111202,20030101,0.003,0.3,0.007,0.044,81,서울 마포구 노고산동
서울,신촌로,111202,20030102,0.003,1.2,0.007,0.045,81,서울 마포구 노고산동
서울,신촌로,111202,20030103,0.002,1.9,0.008,0.079,91,서울 마포구 노고산동
서울,신촌로,111202,20030104,0.002,1.3,0.002,0.044,113,서울 마포구 노고산동
서울,신촌로,111202,20030105,0.002,0.3,0.002,0.037,51,서울 마포구 노고산동
서울,신촌로,111202,20030106,-999,0.9,0.002,0.065,65,서울 마포구 노고산동
서울,강서구,111212,20030113,0.014,1.4,0.012,0.051,198,서울 강서구 화곡동
서울,강서구,111212,20030114,0.003,0.6,0.023,0.013,34,서울 강서구 화곡동
서울,강서구,111212,20030115,0.009,0.9,0.009,0.044,72,서울 강서구 화곡동
서울,강서구,111212,20030116,0.016,1.6,0.003,0.071,100,서울 강서구 화곡동
서울,은평구,111181,20030326,0.009,0.9,0.012,0.064,225,서울 은평구 진흥로 215
서울,은평구,111181,20030328,0.002,0.3,0.027,0.024,117,서울 은평구 진흥로 215
서울,은평구,111181,20030329,0.005,0.5,0.014,0.05,155,서울 은평구 진흥로 215
서울,서대문구,111191,20030122,0.004,0.6,0.003,0.048,89,서울 서대문구 연희동
서울,서대문구,111191,20030125,0.008,1.1,0.005,0.06,114,서울 서대문구 연희동
서울,서대문구,111191,20030126,0.005,0.5,0.01,0.035,32,서울 서대문구 연희동
서울,마포구,111201,20030319,0.005,0.6,0.01,0.046,52,서울 마포구 대흥동
서울,마포구,111201,20030320,0.011,0.7,0.012,0.057,95,서울 마포구 대흥동
서울,마포구,111201,20030321,0.009,0.4,0.021,0.037,61,서울 마포구 대흥동
서울,마포구,111201,20030323,0.017,0.9,0.014,0.07,122,서울 마포구 대흥동
서울,마포구,111201,20030324,0.009,0.6,0.011,0.064,94,서울 마포구 대흥동
서울,신촌로,111202,20030107,0.014,2.1,0.013,0.107,172,서울 마포구 노고산동
서울,신촌로,111202,20030108,0.015,2.6,0.013,0.077,169,서울 마포구 노고산동
서울,신촌로,111202,20030109,0.018,1.9,0.016,0.094,143,서울 마포구 노고산동
서울,신촌로,111202,20030110,0.017,0.4,-999,0.074,199,서울 마포구 노고산동
서울,신촌로,111202,20030112,0.015,0.4,0.006,0.049,114,서울 마포구 노고산동
서울,신촌로,111202,20030113,-999,1,0,-999,227,서울 마포구 노고산동
서울,강서구,111212,20030119,0.005,1,0.014,0.031,114,서울 강서구 화곡동
서울,강서구,111212,20030120,0.014,1.3,0.008,0.061,123,서울 강서구 화곡동
서울,강서구,111212,20030122,0.006,1.1,0.004,0.058,99,서울 강서구 화곡동
서울,강서구,111212,20030124,0.006,0.9,0.012,0.041,103,서울 강서구 화곡동
서울,서대문구,111191,20030128,0.003,0.4,0.02,0.017,24,서울 서대문구 연희동
서울,서대문구,111191,20030130,0.006,0.5,0.014,0.031,21,서울 서대문구 연희동
서울,서대문구,111191,20030202,0.012,1,0.008,0.057,99,서울 서대문구 연희동
서울,마포구,111201,20030325,0.003,0.6,0.02,0.039,103,서울 마포구 대흥동
서울,마포구,111201,20030326,0.016,1.1,0.009,0.057,230,서울 마포구 대흥동
서울,신촌로,111202,20030114,0.003,0.3,0.006,-999,57,서울 마포구 노고산동
서울,신촌로,111202,20030116,0.01,0.7,0.003,0.028,104,서울 마포구 노고산동
서울,신촌로,111202,20030117,0.01,1.5,0.004,0.021,98,서울 마포구 노고산동
서울,신촌로,111202,20030118,0.01,1.7,0.005,0.046,174,서울 마포구 노고산동
서울,신촌로,111202,20030119,0.004,0.8,0.007,0.03,95,서울 마포구 노고산동
서울,강서구,111212,20030126,0.003,0.7,0.006,0.043,41,서울 강서구 화곡동
서울,강서구,111212,20030127,0.003,0.9,0.013,0.03,68,서울 강서구 화곡동
서울,강서구,111212,20030129,0.002,0.4,0.023,0.013,41,서울 강서구 화곡동
서울,서대문구,111191,20030203,0.003,0.5,0.017,0.032,36,서울 서대문구 연희동
서울,서대문구,111191,20030204,-999,-999,0.02,0.029,-999,서울 서대문구 연희동
서울,서대문구,111191,20030205,-999,-999,0.008,0.051,-999,서울 서대문구 연희동
서울,서대문구,111191,20030206,0.01,0.8,0.008,0.056,75,서울 서대문구 연희동
서울,서대문구,111191,20030209,0.008,1.6,0.003,0.064,100,서울 서대문구 연희동
서울,마포구,111201,20030331,0.009,0.7,0.01,0.056,125,서울 마포구 대흥동
서울,신촌로,111202,20030120,0.009,-999,0.007,0.037,95,서울 마포구 노고산동
서울,신촌로,111202,20030121,0.008,-999,0.004,0.055,125,서울 마포구 노고산동
서울,신촌로,111202,20030122,-999,1.1,0.005,-999,-999,서울 마포구 노고산동
서울,신촌로,111202,20030123,0.004,0.8,0.005,0.034,101,서울 마포구 노고산동
서울,신촌로,111202,20030124,0.004,0.8,0.006,0.029,84,서울 마포구 노고산동
서울,강서구,111212,20030131,0.003,0.6,0.017,0.028,54,서울 강서구 화곡동
서울,강서구,111212,20030202,0.005,1,0.015,0.045,76,서울 강서구 화곡동
서울,강서구,111212,20030203,0.006,0.9,0.017,0.042,55,서울 강서구 화곡동
서울,강서구,111212,20030204,0.007,0.8,0.022,0.028,60,서울 강서구 화곡동
서울,강서구,111212,20030205,0.004,0.6,0.023,0.026,50,서울 강서구 화곡동
서울,서대문구,111191,20030210,0.007,0.8,0.011,0.041,99,서울 서대문구 연희동
서울,서대문구,111191,20030212,0.003,0.2,0.016,0.03,39,서울 서대문구 연희동
서울,서대문구,111191,20030213,0.012,0.6,0.01,0.043,87,서울 서대문구 연희동
서울,서대문구,111191,20030214,-999,0.5,0.019,0.039,69,서울 서대문구 연희동
서울,마포구,111201,20030101,0.004,0.6,0.027,0.023,52,서울 마포구 대흥동
서울,신촌로,111202,20030126,0.003,0.6,0.004,0.027,48,서울 마포구 노고산동
서울,강서구,111212,20030206,0.006,0.6,-999,-999,-999,서울 강서구 화곡동
서울,강서구,111212,20030207,0.006,0.6,0.009,0.043,68,서울 강서구 화곡동
서울,강서구,111212,20030208,0.002,0.8,0.004,0.052,50,서울 강서구 화곡동
서울,강서구,111212,20030209,0.003,1,0.007,0.049,101,서울 강서구 화곡동
서울,강서구,111212,20030210,0.006,1.5,0.005,0.057,144,서울 강서구 화곡동
서울,강서구,111212,20030212,-999,0.6,0.016,0.02,-999,서울 강서구 화곡동
서울,서대문구,111191,20030216,0.01,0.8,0.022,0.043,124,서울 서대문구 연희동
서울,서대문구,111191,20030217,0.011,1.5,0.004,0.064,146,서울 서대문구 연희동
서울,서대문구,111191,20030218,0.008,0.9,0.013,0.051,134,서울 서대문구 연희동
서울,서대문구,111191,20030220,0.002,0.2,0.027,0.023,21,서울 서대문구 연희동
서울,서대문구,111191,20030221,0.006,1.1,0.003,0.058,81,서울 서대문구 연희동
서울,서대문구,111191,20030222,0.001,0.4,0.015,0.031,9,서울 서대문구 연희동
서울,마포구,111201,20030103,0.007,1.1,0.001,-999,78,서울 마포구 대흥동
서울,마포구,111201,20030105,0.001,0.4,0.025,0.014,25,서울 마포구 대흥동
서울,마포구,111201,20030106,0.006,1.2,0.009,0.052,59,서울 마포구 대흥동
서울,마포구,111201,20030107,0.012,2.4,0.003,0.094,149,서울 마포구 대흥동
서울,마포구,111201,20030108,-999,1.7,-999,-999,-999,서울 마포구 대흥동
서울,신촌로,111202,20030202,0.009,1,0.011,0.04,112,서울 마포구 노고산동
서울,신촌로,111202,20030203,0.007,0.5,0.013,0.022,54,서울 마포구 노고산동
서울,신촌로,111202,20030206,0.012,0.9,0.008,0.044,104,서울 마포구 노고산동
서울,강서구,111212,20030215,0.013,1.8,0.005,0.085,129,서울 강서구 화곡동
서울,강서구,111212,20030216,0.013,0.8,0.028,0.031,109,서울 강서구 화곡동
서울,강서구,111212,20030218,0.009,0.9,0.01,0.05,132,서울 강서구 화곡동
서울,서대문구,111191,20030223,0.001,0.4,0.023,0.023,17,서울 서대문구 연희동
서울,서대문구,111191,20030224,0.004,0.6,0.013,0.034,38,서울 서대문구 연희동
서울,서대문구,111191,20030226,-999,1.3,0,0.069,160,서울 서대문구 연희동
서울,서대문구,111191,20030228,0.004,0.6,0.009,0.046,66,서울 서대문구 연희동
서울,마포구,111201,20030110,0.015,2.1,0.001,0.084,216,서울 마포구 대흥동
서울,마포구,111201,20030111,0.018,2.8,0.002,0.108,272,서울 마포구 대흥동
서울,마포구,111201,20030112,0.019,1.1,0.005,0.052,110,서울 마포구 대흥동
서울,마포구,111201,20030114,0.001,0.4,0.02,0.02,32,서울 마포구 대흥동
서울,신촌로,111202,20030207,0.011,1.1,0.008,0.04,72,서울 마포구 노고산동
서울,신촌로,111202,20030208,0.008,0.9,0.008,0.029,53,서울 마포구 노고산동
서울,신촌로,111202,20030209,0.012,1.1,0.009,0.048,112,서울 마포구 노고산동
서울,신촌로,111202,20030210,0.012,0.5,0.01,0.036,133,서울 마포구 노고산동
서울,신촌로,111202,20030211,0.007,0.7,0.01,0.029,120,서울 마포구 노고산동
서울,강서구,111212,20030219,0.006,1,0.009,0.046,125,서울 강서구 화곡동
서울,서대문구,111191,20030301,0.006,0.6,0.007,0.054,124,서울 서대문구 연희동
서울,서대문구,111191,20030303,0.002,0.3,0.026,0.016,50,서울 서대문구 연희동
서울,서대문구,111191,20030304,0.002,0.3,0.024,0.017,32,서울 서대문구 연희동
서울,서대문구,111191,20030305,0.005,0.8,0.004,0.051,67,서울 서대문구 연희동
서울,서대문구,111191,20030306,0.001,0.3,0.014,0.031,27,서울 서대문구 연희동
서울,마포구,111201,20030116,0.014,1.2,0.002,0.067,96,서울 마포구 대흥동
서울,마포구,111201,20030120,-999,-999,-999,-999,-999,서울 마포구 대흥동
서울,마포구,111201,20030121,0.011,1.4,0.005,0.064,-999,서울 마포구 대흥동
서울,신촌로,111202,20030213,0.012,0.6,0.011,0.032,113,서울 마포구 노고산동
서울,신촌로,111202,20030214,0.01,0.3,0.011,0.037,96,서울 마포구 노고산동
서울,신촌로,111202,20030215,0.012,0.6,0.011,0.034,117,서울 마포구 노고산동
서울,신촌로,111202,20030216,0.012,0.8,0.013,0.032,138,서울 마포구 노고산동
서울,신촌로,111202,20030217,0.016,0.9,0.012,0.034,176,서울 마포구 노고산동
서울,강서구,111212,20030225,0.011,1.2,0.012,0.049,160,서울 강서구 화곡동
서울,강서구,111212,20030226,0.016,1.6,0.004,0.077,183,서울 강서구 화곡동
서울,강서구,111212,20030228,0.005,0.9,0.011,0.055,70,서울 강서구 화곡동
서울,강서구,111212,20030301,0.005,0.9,0.02,0.042,94,서울 강서구 화곡동
서울,강서구,111212,20030302,0.009,0.7,0.024,0.027,146,서울 강서구 화곡동
서울,서대문구,111191,20030307,0.001,0.4,0.014,0.032,10,서울 서대문구 연희동
서울,서대문구,111191,20030308,0.002,0.3,0.02,0.029,23,서울 서대문구 연희동
서울,서대문구,111191,20030310,0.002,0.3,0.02,0.029,35,서울 서대문구 연희동
서울,서대문구,111191,20030312,0.012,0.6,0.002,0.082,132,서울 서대문구 연희동
서울,서대문구,111191,20030313,0.004,0.3,0.03,0.047,71,서울 서대문구 연희동
서울,마포구,111201,20030122,0.005,0.8,0.002,0.051,92,서울 마포구 대흥동
서울,마포구,111201,20030125,0.011,1.1,0.006,0.053,110,서울 마포구 대흥동
서울,마포구,111201,20030126,0.007,0.7,0.005,0.04,50,서울 마포구 대흥동
서울,마포구,111201,20030127,0.005,0.9,0.011,0.036,81,서울 마포구 대흥동
서울,신촌로,111202,20030219,0.011,1.9,0.007,0.034,146,서울 마포구 노고산동
서울,신촌로,111202,20030220,0.009,0.8,0.013,0.031,47,서울 마포구 노고산동
서울,강서구,111212,20030303,0.001,0.4,0.031,0.011,79,서울 강서구 화곡동
서울,강서구,111212,20030306,0.002,0.7,0.008,0.046,43,서울 강서구 화곡동
서울,강서구,111212,20030308,0.003,0.7,0.01,0.042,51,서울 강서구 화곡동
서울,서대문구,111191,20030314,0.009,0.5,0.017,0.059,95,서울 서대문구 연희동
서울,서대문구,111191,20030316,0.002,0.4,0.004,0.05,69,서울 서대문구 연희동
서울,서대문구,111191,20030317,0.002,0.2,0.022,0.027,10,서울 서대문구 연희동
서울,서대문구,111191,20030318,0.006,0.6,0.022,0.045,88,서울 서대문구 연희동
서울,서대문구,111191,20030319,0.004,0.5,0.019,0.04,29,서울 서대문구 연희동
서울,마포구,111201,20030128,0.002,0.4,0.024,0.019,27,서울 마포구 대흥동
서울,마포구,111201,20030129,0.001,0.3,0.024,0.015,41,서울 마포구 대흥동
서울,마포구,111201,20030130,0.006,0.5,0.012,0.036,34,서울 마포구 대흥동
서울,마포구,111201,20030131,0.009,0.6,0.02,0.037,62,서울 마포구 대흥동
서울,마포구,111201,20030201,0.007,0.7,0.022,0.039,67,서울 마포구 대흥동
서울,마포구,111201,20030202,0.011,1.5,0.009,0.056,120,서울 마포구 대흥동
서울,용산구,111131,20030119,0.01,0.8,0.008,0.052,99,서울 용산구 한남동
서울,용산구,111131,20030120,0.014,0.8,0.009,0.056,91,서울 용산구 한남동
서울,용산구,111131,20030122,0.008,0.7,0.006,0.05,73,서울 용산구 한남동
서울,용산구,111131,20030124,0.011,0.9,0.011,0.054,61,서울 용산구 한남동
서울,중구,111121,20030306,0.002,0.6,0.011,0.047,57,서울 중구 서소문동
서울,중구,111121,20030308,0.001,0.1,0.029,0.029,39,서울 중구 서소문동
서울,중구,111121,20030310,0.002,0.2,0.03,0.029,54,서울 중구 서소문동
서울,한강대로,111122,20030101,0.007,1,0.015,0.038,48,서울 용산구 동자동
서울,한강대로,111122,20030102,0.006,1.2,0.009,0.058,46,서울 용산구 동자동
서울,한강대로,111122,20030103,0.006,2.7,0.005,0.083,87,서울 용산구 동자동
서울,한강대로,111122,20030106,0.008,1,0.01,0.051,55,서울 용산구 동자동
서울,종로구,111123,20030208,-999,-999,-999,-999,-999,서울 종로구 효제동
서울,종로구,111123,20030212,-999,-999,-999,-999,-999,서울 종로구 효제동
서울,종로구,111123,20030214,-999,-999,-999,-999,-999,서울 종로구 효제동
서울,청계천,111124,20030323,0.017,0.5,0.007,0.071,132,서울 중구 주교동
서울,청계천,111124,20030324,0.015,1.3,0.006,0.078,109,서울 중구 주교동
서울,청계천,111124,20030327,0.011,1.5,0.009,0.044,248,서울 중구 주교동
서울,청계천,111124,20030328,0.012,0.6,0.007,0.062,94,서울 중구 주교동
서울,용산구,111131,20030126,0.007,0.4,0.006,0.048,66,서울 용산구 한남동
서울,용산구,111131,20030128,0.004,0.3,0.018,0.026,40,서울 용산구 한남동
서울,용산구,111131,20030131,0.011,0.3,0.015,0.034,63,서울 용산구 한남동
서울,중구,111121,20030312,0.008,0.3,0.013,0.073,154,서울 중구 서소문동
서울,중구,111121,20030314,0.007,0.3,0.024,0.053,148,서울 중구 서소문동
서울,중구,111121,20030315,0.01,0.7,0.01,0.077,197,서울 중구 서소문동
서울,한강대로,111122,20030107,0.011,1.9,0.008,0.101,117,서울 용산구 동자동
서울,한강대로,111122,20030108,0.014,1.5,0.008,0.077,105,서울 용산구 동자동
서울,한강대로,111122,20030110,0.009,2.1,0.007,0.083,162,서울 용산구 동자동
서울,한강대로,111122,20030111,0.011,2.5,0.009,0.096,226,서울 용산구 동자동
서울,종로구,111123,20030215,-999,-999,-999,-999,-999,서울 종로구 효제동
서울,종로구,111123,20030217,-999,-999,-999,-999,-999,서울 종로구 효제동
서울,종로구,111123,20030219,-999,-999,-999,-999,-999,서울 종로구 효제동
서울,청계천,111124,20030329,0.015,1.1,0.007,0.062,117,서울 중구 주교동
서울,청계천,111124,20030330,0.016,0.4,0.011,0.042,68,서울 중구 주교동
서울,용산구,111131,20030201,0.009,0.6,0.014,0.042,62,서울 용산구 한남동
서울,용산구,111131,20030203,0.008,0.4,0.009,0.05,65,서울 용산구 한남동
서울,용산구,111131,20030205,0.012,0.3,0.009,0.055,77,서울 용산구 한남동
서울,중구,111121,20030317,0.002,1.2,0.019,0.036,50,서울 중구 서소문동
서울,중구,111121,20030318,0.009,1.5,0.009,0.068,127,서울 중구 서소문동
서울,중구,111121,20030319,0.004,1,0.033,0.028,65,서울 중구 서소문동
서울,중구,111121,20030322,-999,-999,-999,-999,-999,서울 중구 서소문동
서울,중구,111121,20030323,0.01,0.8,0.012,0.065,144,서울 중구 서소문동
서울,한강대로,111122,20030113,0.01,1.6,0.006,0.073,189,서울 용산구 동자동
서울,한강대로,111122,20030116,-999,-999,-999,-999,-999,서울 용산구 동자동
서울,한강대로,111122,20030118,0.009,2,0.005,0.061,126,서울 용산구 동자동
서울,종로구,111123,20030221,-999,-999,-999,-999,-999,서울 종로구 효제동
서울,종로구,111123,20030224,-999,-999,-999,-999,-999,서울 종로구 효제동
서울,종로구,111123,20030226,-999,-999,-999,-999,-999,서울 종로구 효제동
서울,용산구,111131,20030207,0.015,0.4,0.005,0.056,70,서울 용산구 한남동
서울,용산구,111131,20030209,0.009,0.5,0.006,0.054,79,서울 용산구 한남동
서울,용산구,111131,20030211,0.007,-999,0.019,0.028,99,서울 용산구 한남동
서울,용산구,111131,20030212,0.007,-999,0.014,0.041,59,서울 용산구 한남동
서울,중구,111121,20030324,0.005,0.8,0.007,0.061,114,서울 중구 서소문동
서울,중구,111121,20030326,0.008,1.2,0.008,0.057,224,서울 중구 서소문동
서울,중구,111121,20030328,0.003,0.6,0.014,0.037,96,서울 중구 서소문동
서울,한강대로,111122,20030120,0.01,1.2,0.006,0.064,72,서울 용산구 동자동
서울,한강대로,111122,20030121,0.009,1.3,0.006,0.076,66,서울 용산구 동자동
서울,한강대로,111122,20030123,0.007,1.1,0.007,0.047,60,서울 용산구 동자동
서울,한강대로,111122,20030125,0.01,1.6,0.006,0.06,99,서울 용산구 동자동
서울,종로구,111123,20030228,-999,-999,-999,-999,-999,서울 종로구 효제동
서울,종로구,111123,20030301,-999,-999,-999,-999,-999,서울 종로구 효제동
서울,종로구,111123,20030303,-999,-999,-999,-999,-999,서울 종로구 효제동
서울,종로구,111123,20030305,-999,-999,-999,-999,-999,서울 종로구 효제동
서울,청계천,111124,20030102,0.005,1.4,0.005,0.06,78,서울 중구 주교동
서울,청계천,111124,20030103,0.01,2.5,0.003,0.076,91,서울 중구 주교동
서울,청계천,111124,20030104,0.007,0.9,0.01,0.037,91,서울 중구 주교동
서울,청계천,111124,20030105,0.002,0.5,0.021,0.019,34,서울 중구 주교동
서울,용산구,111131,20030213,-999,-999,-999,0.044,-999,서울 용산구 한남동
서울,용산구,111131,20030214,0.014,0.9,0.007,0.066,170,서울 용산구 한남동
서울,용산구,111131,20030218,0.006,1.1,0.005,0.081,128,서울 용산구 한남동
서울,중구,111121,20030331,0.006,1.2,0.005,0.059,134,서울 중구 서소문동
서울,한강대로,111122,20030127,0.004,0.8,0.005,0.044,46,서울 용산구 동자동
서울,한강대로,111122,20030128,0.004,0.7,0.009,0.042,25,서울 용산구 동자동
서울,한강대로,111122,20030129,0.004,0.6,-999,-999,37,서울 용산구 동자동
서울,한강대로,111122,20030131,0.007,0.8,0.011,0.036,44,서울 용산구 동자동
서울,종로구,111123,20030306,-999,-999,-999,-999,-999,서울 종로구 효제동
서울,종로구,111123,20030307,-999,-999,-999,-999,-999,서울 종로구 효제동
서울,종로구,111123,20030308,-999,-999,-999,-999,-999,서울 종로구 효제동
서울,종로구,111123,20030310,-999,-999,-999,-999,-999,서울 종로구 효제동
서울,청계천,111124,20030106,0.007,2.2,0.004,0.066,82,서울 중구 주교동
서울,청계천,111124,20030107,0.013,-999,0.004,0.09,154,서울 중구 주교동
서울,청계천,111124,20030108,0.013,1.8,0.003,0.072,150,서울 중구 주교동
서울,청계천,111124,20030109,0.017,3.9,0.004,0.079,165,서울 중구 주교동
