지역,측정소명,측정소코드,측정일시,SO2,CO,O3,NO2,PM10,주소
서울,도봉구,111171,20030330,0.011,0.2,0.029,0.032,74,서울 도봉구 쌍문동
서울,노원구,111311,20030103,0.01,1.4,0.004,0.053,78,서울 노원구 상계2동
서울,양천구,111301,20030324,0.004,0.3,0.022,0.042,74,서울 양천구 신정4동
서울,강북구,111291,20030215,0.023,1.7,0.001,0.05,203,서울 강북구 번1동
서울,강북구,111291,20030217,0.024,1.3,0.003,0.044,185,서울 강북구 번1동
서울,궁동(폐쇄),111222,20030302,0.01,0.6,0.019,0.026,164,서울 구로구 궁동
서울,궁동(폐쇄),111222,20030303,0.002,0.2,0.035,0.014,74,서울 구로구 궁동
서울,영등포구,111231,20030119,0.012,0.9,0.011,0.043,114,서울 영등포구 당산동3가
서울,신촌로,111202,20030305,0.009,1.4,0.007,0.032,89,서울 마포구 노고산동
서울,신촌로,111202,20030306,0.008,1.1,0.008,0.032,63,서울 마포구 노고산동
서울,신촌로,111202,20030307,0.01,1.8,0.008,0.025,36,서울 마포구 노고산동
서울,신촌로,111202,20030308,0.007,1.4,0.01,0.027,55,서울 마포구 노고산동
서울,서대문구,111191,20030112,0.015,1.2,0.003,0.06,112,서울 서대문구 연희동
서울,은평구,111181,20030327,0.005,0.4,0.031,0.019,308,서울 은평구 진흥로 215
서울,마포구,111201,20030102,0.003,0.8,0.015,0.046,56,서울 마포구 대흥동
서울,서대문구,111191,20030227,0.003,0.4,0.022,0.026,43,서울 서대문구 연희동
서울,중구,111121,20030305,0.005,0.8,0.01,0.054,103,서울 중구 서소문동
서울,중구,111121,20030307,0.001,0.2,0.016,0.04,27,서울 중구 서소문동
서울,청계천,111124,20030331,0.018,1.5,0.007,0.074,119,서울 중구 주교동
서울,종로구,111123,20030302,-999,-999,-999,-999,-999,서울 종로구 효제동
서울,종로구,111123,20030304,-999,-999,-999,-999,-999,서울 종로구 효제동
서울,한강대로,111122,20030207,0.01,0.7,0.007,0.059,73,서울 용산구 동자동
서울,중구,111121,20030111,0.018,3,0.011,0.126,336,서울 중구 서소문동
서울,중구,111121,20030113,0.013,1.5,0.018,0.062,228,서울 중구 서소문동
서울,한강대로,111122,20030319,0.005,0.4,0.007,0.049,41,서울 용산구 동자동
서울,중구,111121,20030224,0.004,0.2,0.027,0.039,80,서울 중구 서소문동
서울,중구,111121,20030226,0.013,1.2,0.009,0.078,178,서울 중구 서소문동
서울,청계천,111124,20030321,0.014,1.8,0.008,0.065,80,서울 중구 주교동
서울,청계천,111124,20030322,0.013,1.7,0.007,0.061,68,서울 중구 주교동
서울,성동구,111142,20030210,0.005,0.1,0.01,0.035,113,서울 성동구 성수1가2동
서울,성동구,111142,20030212,0.004,0.4,0.016,0.029,55,서울 성동구 성수1가2동
서울,성동구,111142,20030302,0.013,0.5,0.015,0.031,141,서울 성동구 성수1가2동
서울,은평구,111181,20030217,0.012,1.3,0.009,0.067,171,서울 은평구 진흥로 215
서울,성북구,111161,20030316,-999,-999,-999,-999,-999,서울 성북구 길음3동
서울,도봉구,111171,20030205,0.012,0.3,0.011,0.037,67,서울 도봉구 쌍문동
서울,도봉구,111171,20030207,0.009,0.3,0.002,0.043,64,서울 도봉구 쌍문동
서울,동대문,111153,20030209,0.008,1.5,0.003,-999,-999,서울 중구 을지로7가
서울,동대문,111153,20030211,0.004,0.4,0.012,-999,-999,서울 중구 을지로7가
서울,은평구,111181,20030131,0.012,0.7,0.023,0.029,61,서울 은평구 진흥로 215
서울,성북구,111161,20030227,-999,-999,-999,-999,-999,서울 성북구 길음3동
서울,성북구,111161,20030228,-999,-999,-999,-999,-999,서울 성북구 길음3동
서울,양천구,111301,20030327,0.002,0.5,0.028,0.019,249,서울 양천구 신정4동
서울,노원구,111311,20030228,0.005,0.4,0.023,-999,44,서울 노원구 상계2동
서울,노원구,111311,20030301,0.012,0.6,0.028,0.019,85,서울 노원구 상계2동
서울,신촌로,111202,20030309,0.009,2.5,0.009,0.025,54,서울 마포구 노고산동
서울,마포구,111201,20030224,0.003,0.5,0.017,0.035,51,서울 마포구 대흥동
서울,마포구,111201,20030226,0.018,1.3,0.002,0.071,202,서울 마포구 대흥동
서울,은평구,111181,20030330,0.005,0.3,0.039,0.029,86,서울 은평구 진흥로 215
서울,신촌로,111202,20030127,0.003,2.4,0.006,0.034,72,서울 마포구 노고산동
서울,중구,111121,20030309,0.003,0.1,0.02,0.035,58,서울 중구 서소문동
서울,용산구,111131,20030202,0.009,0.9,0.007,0.066,99,서울 용산구 한남동
서울,용산구,111131,20030204,0.014,0.3,0.008,0.057,87,서울 용산구 한남동
서울,용산구,111131,20030319,0.009,-999,0.011,0.043,60,서울 용산구 한남동
서울,용산구,111131,20030321,0.012,0.2,-999,0.036,48,서울 용산구 한남동
서울,종로구,111123,20030116,-999,-999,-999,-999,-999,서울 종로구 효제동
서울,용산구,111131,20030114,0.005,0.6,0.016,0.035,47,서울 용산구 한남동
서울,성동구,111142,20030314,0.01,0.1,0.015,0.053,110,서울 성동구 성수1가2동
서울,동대문구,111152,20030302,0.01,1.1,0.012,0.042,160,서울 동대문구 용두2동
서울,동대문구,111152,20030330,-999,-999,-999,-999,-999,서울 동대문구 용두2동
서울,성동구,111142,20030123,0.005,0.7,0.003,0.056,80,서울 성동구 성수1가2동
서울,성동구,111142,20030214,0.011,0.4,0.003,0.07,193,서울 성동구 성수1가2동
서울,성동구,111142,20030304,0.004,-999,0.018,0.024,53,서울 성동구 성수1가2동
서울,은평구,111181,20030219,0.01,0.7,0.008,0.053,153,서울 은평구 진흥로 215
서울,성북구,111161,20030319,-999,-999,-999,-999,-999,서울 성북구 길음3동
서울,청량리,111154,20030218,-999,2.7,-999,0.105,160,서울 동대문구 청량리동
서울,성북구,111161,20030108,-999,-999,-999,-999,-999,서울 성북구 길음3동
서울,도봉구,111171,20030309,0.004,0.2,0.012,0.026,52,서울 도봉구 쌍문동
서울,도봉구,111171,20030311,0.004,0.2,0.022,0.024,40,서울 도봉구 쌍문동
서울,노원구,111311,20030114,0.001,1,0.026,0.011,36,서울 노원구 상계2동
서울,노원구,111311,20030117,0.005,0.8,0.003,0.044,72,서울 노원구 상계2동
서울,강북구,111291,20030302,0.013,0.7,0.004,-999,180,서울 강북구 번1동
서울,영등포구,111231,20030102,0.002,1.1,0.006,0.038,67,서울 영등포구 당산동3가
서울,구로구,111221,20030129,0.003,0.7,0.02,0.013,28,서울 구로구 구로동
서울,구로구,111221,20030131,-999,-999,-999,-999,-999,서울 구로구 구로동
서울,서대문구,111191,20030324,0.008,0.5,0.005,0.066,72,서울 서대문구 연희동
서울,서대문구,111191,20030325,0.002,0.6,0.025,0.037,93,서울 서대문구 연희동
서울,서대문구,111191,20030123,0.006,0.7,0.015,0.035,82,서울 서대문구 연희동
서울,서대문구,111191,20030124,0.006,0.6,0.017,0.032,63,서울 서대문구 연희동
서울,강서구,111212,20030128,0.001,0.5,0.023,0.017,47,서울 강서구 화곡동
서울,강서구,111212,20030130,0.003,0.7,0.015,0.034,48,서울 강서구 화곡동
서울,신촌로,111202,20030128,0.001,1,0.006,0.028,61,서울 마포구 노고산동
서울,신촌로,111202,20030129,0.001,0.9,0.004,0.029,96,서울 마포구 노고산동
서울,신촌로,111202,20030130,-999,0.5,0.009,0.032,54,서울 마포구 노고산동
서울,신촌로,111202,20030131,0.009,0.4,0.01,0.028,77,서울 마포구 노고산동
서울,마포구,111201,20030113,0.019,1.5,0.01,0.062,227,서울 마포구 대흥동
서울,서대문구,111191,20030309,0.003,0.4,0.013,0.036,37,서울 서대문구 연희동
서울,한강대로,111122,20030105,0.004,0.6,0.017,0.02,18,서울 용산구 동자동
서울,종로구,111123,20030316,-999,-999,-999,-999,-999,서울 종로구 효제동
서울,한강대로,111122,20030216,0.015,0.9,0.012,0.061,124,서울 용산구 동자동
서울,한강대로,111122,20030218,0.012,1.1,0.005,0.059,107,서울 용산구 동자동
서울,중구,111121,20030120,0.01,0.7,0.017,0.049,104,서울 중구 서소문동
서울,중구,111121,20030122,0.006,1.1,0.009,0.055,121,서울 중구 서소문동
서울,중구,111121,20030124,0.006,1,0.02,0.039,100,서울 중구 서소문동
서울,청계천,111124,20030218,0.016,2.2,0.006,0.07,144,서울 중구 주교동
서울,종로구,111123,20030118,-999,-999,-999,-999,-999,서울 종로구 효제동
서울,중랑구,111151,20030131,0.014,1,0.006,0.054,79,서울 중랑구 면목동
서울,중랑구,111151,20030202,0.009,1.3,0.007,0.066,108,서울 중랑구 면목동
서울,성동구,111142,20030102,0.003,0.6,0.009,0.03,61,서울 성동구 성수1가2동
서울,성동구,111142,20030103,0.003,0.9,0,0.037,102,서울 성동구 성수1가2동
서울,성동구,111142,20030105,0.002,0.3,0.021,0.012,34,서울 성동구 성수1가2동
서울,동대문,111153,20030331,-999,-999,-999,-999,-999,서울 중구 을지로7가
서울,도봉구,111171,20030116,0.016,0.4,0.001,0.064,124,서울 도봉구 쌍문동
서울,도봉구,111171,20030119,0.011,0.4,0.006,0.039,119,서울 도봉구 쌍문동
서울,동대문,111153,20030121,0.007,2,0.004,0.066,-999,서울 중구 을지로7가
서울,청량리,111154,20030324,-999,2.2,-999,0.076,85,서울 동대문구 청량리동
서울,성북구,111161,20030208,-999,-999,-999,-999,-999,서울 성북구 길음3동
서울,동대문,111153,20030314,0.012,1.3,0.012,0.096,-999,서울 중구 을지로7가
서울,양천구,111301,20030209,0.007,1.2,0.001,0.052,79,서울 양천구 신정4동
서울,강북구,111291,20030103,0.004,1.1,0.001,0.029,86,서울 강북구 번1동
서울,양천구,111301,20030109,0.018,2.1,0.004,0.064,118,서울 양천구 신정4동
서울,영등포로,111232,20030228,0.006,0.4,0.011,0.055,85,서울 영등포구 영등포동4가
서울,영등포로,111232,20030301,0.004,0.3,0.013,0.064,95,서울 영등포구 영등포동4가
서울,강서구,111212,20030326,0.012,1,0.018,0.055,209,서울 강서구 화곡동
서울,신촌로,111202,20030318,0.012,0.5,0.01,0.048,134,서울 마포구 노고산동
서울,신촌로,111202,20030319,0.009,0.6,0.009,0.047,82,서울 마포구 노고산동
서울,신촌로,111202,20030320,0.014,1,0.01,0.047,127,서울 마포구 노고산동
서울,신촌로,111202,20030321,0.012,0.9,0.014,0.041,74,서울 마포구 노고산동
서울,마포구,111201,20030309,0.009,0.5,0.003,0.046,46,서울 마포구 대흥동
서울,마포구,111201,20030311,-999,0.6,-999,-999,-999,서울 마포구 대흥동
서울,용산구,111131,20030331,0.012,0.7,0.008,0.06,136,서울 용산구 한남동
서울,중랑구,111151,20030111,0.02,1.8,0.004,0.091,257,서울 중랑구 면목동
서울,광진구,111141,20030109,0.016,2,0.001,0.095,144,서울 광진구 광나루로 571
서울,광진구,111141,20030110,0.013,1.1,0.004,0.051,201,서울 광진구 광나루로 571
서울,중랑구,111151,20030303,0.005,0.3,0.026,0.02,56,서울 중랑구 면목동
서울,중랑구,111151,20030305,0.005,0.3,0.013,0.035,51,서울 중랑구 면목동
서울,중랑구,111151,20030325,0.009,0.8,0.018,0.052,106,서울 중랑구 면목동
서울,광진구,111141,20030218,0.012,1.9,0.003,0.087,199,서울 광진구 광나루로 571
서울,광진구,111141,20030219,0.015,1.2,0.003,0.07,204,서울 광진구 광나루로 571
서울,광진구,111141,20030220,0.002,0.3,0.021,0.027,44,서울 광진구 광나루로 571
서울,동대문,111153,20030123,0.006,-999,0.009,0.047,-999,서울 중구 을지로7가
서울,도봉구,111171,20030220,0.007,0.2,0.023,0.027,53,서울 도봉구 쌍문동
서울,은평구,111181,20030114,0.005,0.3,0.029,0.022,48,서울 은평구 진흥로 215
서울,청량리,111154,20030109,-999,2.5,-999,0.101,139,서울 동대문구 청량리동
서울,영등포구,111231,20030202,0.011,1.2,0.01,0.062,131,서울 영등포구 당산동3가
서울,구로구,111221,20030302,0.008,-999,0.018,0.023,135,서울 구로구 구로동
서울,영등포로,111232,20030330,0.004,0.6,0.01,0.051,67,서울 영등포구 영등포동4가
서울,궁동(폐쇄),111222,20030122,0.006,0.8,0.001,0.07,93,서울 구로구 궁동
서울,궁동(폐쇄),111222,20030123,0.009,0.6,0.016,0.035,78,서울 구로구 궁동
서울,궁동(폐쇄),111222,20030124,0.008,0.4,0.02,0.03,108,서울 구로구 궁동
서울,영등포구,111231,20030323,0.013,-999,0.013,0.066,149,서울 영등포구 당산동3가
서울,영등포구,111231,20030325,0.004,-999,0.02,0.048,134,서울 영등포구 당산동3가
서울,강남구,111261,20030203,0.005,1,0.006,0.058,59,서울 강남구 대치동
서울,강남구,111261,20030320,0.017,1,0.01,0.072,108,서울 강남구 대치동
서울,관악구,111251,20030220,0.002,0.3,0.024,0.029,29,서울 관악구 신림5동
서울,강동구,111274,20030130,0.006,1.2,0.01,0.037,51,서울 강동구 천호1동
서울,강동구,111274,20030131,0.006,1.7,-999,0.054,65,서울 강동구 천호1동
서울,송파구,111273,20030105,0.004,0.3,0.027,0.013,15,서울 송파구 방이동
서울,도산대로,111263,20030324,0.016,0.4,-999,0.056,101,서울 강남구 논현동
서울,영등포로,111232,20030331,0.009,0.4,0.009,0.054,97,서울 영등포구 영등포동4가
서울,관악구,111251,20030111,-999,1.9,-999,0.071,-999,서울 관악구 신림5동
서울,관악구,111251,20030112,0.022,1.9,0.007,0.071,113,서울 관악구 신림5동
서울,강남구,111261,20030214,0.022,1,0.007,0.07,116,서울 강남구 대치동
서울,동작구,111241,20030130,0.009,0.7,0.011,0.035,22,서울 동작구 사당4동
서울,동작구,111241,20030131,0.012,1.1,0.011,0.034,53,서울 동작구 사당4동
서울,서초구,111262,20030115,0.005,1,0.006,0.056,66,서울 서초구 반포2동
서울,동작구,111241,20030302,0.006,0.6,0.008,0.038,122,서울 동작구 사당4동
서울,서초구,111262,20030217,0.017,1.3,0.002,0.065,147,서울 서초구 반포2동
서울,잠실동(폐쇄),111271,20030318,0.012,0.8,0.01,0.064,96,서울 송파구 잠실본동
서울,잠실동(폐쇄),111271,20030319,0.007,0.5,0.027,0.034,53,서울 송파구 잠실본동
서울,잠실동(폐쇄),111271,20030320,0.01,0.7,0.016,0.064,115,서울 송파구 잠실본동
서울,잠실동(폐쇄),111271,20030321,0.006,0.4,0.036,0.031,54,서울 송파구 잠실본동
서울,잠실동(폐쇄),111271,20030322,0.006,0.5,0.011,0.048,60,서울 송파구 잠실본동
서울,도산대로,111263,20030221,0.013,2.1,0.001,0.074,119,서울 강남구 논현동
서울,강동구,111274,20030313,0.006,0.8,0.019,0.056,98,서울 강동구 천호1동
서울,강동구,111274,20030316,0.001,0.8,0.007,0.045,101,서울 강동구 천호1동
서울,잠실동(폐쇄),111271,20030120,0.01,1.1,0.005,0.057,83,서울 송파구 잠실본동
서울,궁동(폐쇄),111222,20030101,0.003,0.4,0.027,0.02,86,서울 구로구 궁동
서울,궁동(폐쇄),111222,20030102,0.001,0.9,0.008,0.066,93,서울 구로구 궁동
서울,궁동(폐쇄),111222,20030103,0.007,0.7,0.001,0.063,127,서울 구로구 궁동
서울,영등포구,111231,20030306,-999,-999,-999,-999,-999,서울 영등포구 당산동3가
서울,영등포로,111232,20030122,0.007,0.5,0.006,0.068,44,서울 영등포구 영등포동4가
서울,영등포로,111232,20030123,0.006,0.6,0.006,0.067,96,서울 영등포구 영등포동4가
서울,영등포로,111232,20030124,0.006,0.5,0.005,0.059,93,서울 영등포구 영등포동4가
서울,관악구,111251,20030316,0.006,0.9,0.01,0.046,53,서울 관악구 신림5동
서울,관악구,111251,20030317,0.003,0.5,0.022,0.034,27,서울 관악구 신림5동
서울,관악구,111251,20030318,0.008,0.6,0.013,0.063,114,서울 관악구 신림5동
서울,서초구,111262,20030315,0.015,0.8,0.006,0.076,132,서울 서초구 반포2동
서울,강남구,111261,20030217,-999,-999,-999,-999,-999,서울 강남구 대치동
서울,서초구,111262,20030119,0.006,0.7,0.007,0.058,91,서울 서초구 반포2동
서울,송파구,111273,20030314,0.01,0.3,0.013,0.051,107,서울 송파구 방이동
서울,송파구,111273,20030317,0.003,0.2,0.021,0.028,22,서울 송파구 방이동
서울,잠실동(폐쇄),111271,20030214,0.012,1.2,0.007,0.063,147,서울 송파구 잠실본동
서울,금천구,111281,20030317,0.002,0.6,0.014,0.044,60,서울 금천구 시흥5동
서울,강동구,111274,20030209,0.011,1,0.005,0.032,72,서울 강동구 천호1동
서울,도산대로,111263,20030223,0.005,0.7,0.009,0.043,32,서울 강남구 논현동
서울,송파구,111273,20030218,0.014,1.7,0.002,0.072,169,서울 송파구 방이동
서울,잠실동(폐쇄),111271,20030121,0.012,0.9,0.009,0.044,67,서울 송파구 잠실본동
서울,구로구,111221,20030213,0.014,1.3,0.012,0.034,72,서울 구로구 구로동
서울,영등포로,111232,20030313,0.004,0.6,0.01,0.067,84,서울 영등포구 영등포동4가
서울,영등포로,111232,20030314,0.005,0.4,0.01,0.076,98,서울 영등포구 영등포동4가
서울,동작구,111241,20030328,0.003,0.4,0.014,0.031,79,서울 동작구 사당4동
서울,강남구,111261,20030227,-999,-999,-999,-999,-999,서울 강남구 대치동
서울,강남구,111261,20030301,-999,-999,-999,-999,-999,서울 강남구 대치동
서울,관악구,111251,20030303,0.002,0.9,0.03,0.01,73,서울 관악구 신림5동
서울,금천구,111281,20030211,0.004,1,0.018,0.024,61,서울 금천구 시흥5동
서울,금천구,111281,20030215,0.011,1.1,0.005,0.029,73,서울 금천구 시흥5동
서울,강동구,111274,20030111,0.014,2.3,0.006,0.063,216,서울 강동구 천호1동
서울,강동구,111274,20030212,0.009,0.6,0.015,0.037,65,서울 강동구 천호1동
서울,강동구,111274,20030213,0.011,0.9,0.011,0.048,67,서울 강동구 천호1동
서울,송파구,111273,20030115,0.003,0.6,0.006,0.052,49,서울 송파구 방이동
서울,잠실동(폐쇄),111271,20030330,0.006,0.5,0.037,0.024,75,서울 송파구 잠실본동
서울,잠실동(폐쇄),111271,20030331,0.011,0.8,0.009,0.053,125,서울 송파구 잠실본동
서울,금천구,111281,20030111,0.026,1.8,0.003,0.053,170,서울 금천구 시흥5동
서울,금천구,111281,20030112,0.021,1.2,0.013,0.041,67,서울 금천구 시흥5동
서울,영등포구,111231,20030215,0.01,1.1,0.007,0.065,108,서울 영등포구 당산동3가
서울,영등포구,111231,20030217,0.02,1.9,0.003,0.081,216,서울 영등포구 당산동3가
서울,구로구,111221,20030316,0.002,0.6,0.006,0.041,47,서울 구로구 구로동
서울,구로구,111221,20030318,0.008,0.4,0.012,0.056,92,서울 구로구 구로동
서울,영등포로,111232,20030101,0.008,0.2,0.003,0.046,62,서울 영등포구 영등포동4가
서울,영등포로,111232,20030102,0.012,0.3,0.002,0.069,81,서울 영등포구 영등포동4가
서울,궁동(폐쇄),111222,20030203,0.009,0.6,0.015,0.045,75,서울 구로구 궁동
서울,궁동(폐쇄),111222,20030206,0.008,0.5,0.011,0.055,138,서울 구로구 궁동
서울,강남구,111261,20030115,0.008,1.1,0.006,0.051,60,서울 강남구 대치동
서울,강남구,111261,20030117,0.009,1.4,0.002,0.053,55,서울 강남구 대치동
서울,관악구,111251,20030124,0.009,0.8,0.012,0.046,79,서울 관악구 신림5동
서울,도산대로,111263,20030123,-999,1.2,-999,0.048,102,서울 강남구 논현동
서울,도산대로,111263,20030124,-999,1,-999,0.046,73,서울 강남구 논현동
서울,서초구,111262,20030328,0.003,0.8,0.013,0.041,100,서울 서초구 반포2동
서울,관악구,111251,20030202,-999,-999,-999,-999,-999,서울 관악구 신림5동
서울,동작구,111241,20030211,0.002,0.5,0.017,0.027,64,서울 동작구 사당4동
서울,서초구,111262,20030128,0.002,0.6,0.017,0.023,35,서울 서초구 반포2동
서울,서초구,111262,20030129,0.002,0.5,0.02,0.016,61,서울 서초구 반포2동
서울,송파구,111273,20030326,0.007,0.5,0.022,0.032,172,서울 송파구 방이동
서울,도산대로,111263,20030304,0.007,0.7,0.012,0.03,50,서울 강남구 논현동
서울,도산대로,111263,20030306,0.003,1.1,0.005,0.042,20,서울 강남구 논현동
서울,강동구,111274,20030327,0.006,0.7,0.024,0.026,230,서울 강동구 천호1동
서울,송파구,111273,20030228,0.009,0.7,0.017,0.038,47,서울 송파구 방이동
서울,송파구,111273,20030303,0.002,0.3,0.027,0.016,72,서울 송파구 방이동
서울,궁동(폐쇄),111222,20030325,0.007,0.5,0.026,0.036,124,서울 구로구 궁동
서울,궁동(폐쇄),111222,20030328,0.002,0.4,0.031,0.03,-999,서울 구로구 궁동
서울,구로구,111221,20030104,0.006,0.5,0.017,0.021,63,서울 구로구 구로동
서울,서초구,111262,20030201,0.003,0.5,0.015,0.033,59,서울 서초구 반포2동
서울,송파구,111273,20030327,0.004,0.1,0.018,0.03,244,서울 송파구 방이동
서울,송파구,111273,20030329,0.004,0.3,0.016,0.043,102,서울 송파구 방이동
서울,잠실동(폐쇄),111271,20030227,0.005,0.5,0.034,0.018,32,서울 송파구 잠실본동
서울,잠실동(폐쇄),111271,20030228,0.004,0.4,0.021,0.033,63,서울 송파구 잠실본동
서울,잠실동(폐쇄),111271,20030301,0.004,0.7,0.016,0.047,91,서울 송파구 잠실본동
서울,금천구,111281,20030328,0.002,0.7,0.023,0.034,62,서울 금천구 시흥5동
서울,금천구,111281,20030329,0.005,0.7,0.022,0.046,54,서울 금천구 시흥5동
서울,도산대로,111263,20030201,0.005,0.8,0.013,0.052,35,서울 강남구 논현동
서울,강동구,111274,20030222,-999,0.1,0.028,0.019,4,서울 강동구 천호1동
서울,강동구,111274,20030223,-999,0.1,0.029,0.023,29,서울 강동구 천호1동
서울,강동구,111274,20030226,0.013,2.2,0.002,0.081,245,서울 강동구 천호1동
서울,송파구,111273,20030128,0.003,0.4,0.017,0.024,17,서울 송파구 방이동
서울,잠실동(폐쇄),111271,20030101,0.009,0.5,0.029,0.019,43,서울 송파구 잠실본동
서울,금천구,111281,20030124,0.014,0.6,0.017,0.052,15,서울 금천구 시흥5동
서울,영등포구,111231,20030125,0.014,1.7,0.004,0.074,151,서울 영등포구 당산동3가
서울,영등포구,111231,20030128,0.005,0.3,0.02,0.023,23,서울 영등포구 당산동3가
서울,구로구,111221,20030224,0.004,0.8,0.017,0.028,33,서울 구로구 구로동
서울,구로구,111221,20030226,0.019,-999,0.002,0.058,154,서울 구로구 구로동
서울,영등포구,111231,20030317,0.002,-999,0.017,0.036,9,서울 영등포구 당산동3가
서울,서초구,111262,20030222,0.002,0.4,0.015,0.033,9,서울 서초구 반포2동
서울,서초구,111262,20030223,0.003,0.6,0.02,0.023,37,서울 서초구 반포2동
서울,서초구,111262,20030226,0.016,0.4,0.002,0.072,130,서울 서초구 반포2동
서울,동작구,111241,20030110,0.008,1.3,0.004,0.056,154,서울 동작구 사당4동
서울,동작구,111241,20030112,0.018,-999,0.006,0.046,78,서울 동작구 사당4동
서울,강남구,111261,20030311,-999,-999,-999,-999,-999,서울 강남구 대치동
서울,강남구,111261,20030312,0.008,0.7,0.006,0.056,-999,서울 강남구 대치동
서울,강남구,111261,20030314,0.009,0.6,0.016,0.05,-999,서울 강남구 대치동
서울,강남구,111261,20030104,0.005,1.2,0.01,0.039,91,서울 강남구 대치동
서울,금천구,111281,20030225,0.02,1.1,0.016,0.055,163,서울 금천구 시흥5동
서울,금천구,111281,20030227,0.01,0.7,-999,0.043,31,서울 금천구 시흥5동
서울,금천구,111281,20030228,0.007,0.4,0.024,0.041,36,서울 금천구 시흥5동
서울,강동구,111274,20030123,0.013,1.5,0.005,0.062,93,서울 강동구 천호1동
서울,도산대로,111263,20030203,0.005,1.1,0.007,0.053,32,서울 강남구 논현동
서울,잠실동(폐쇄),111271,20030102,0.005,0.8,0.009,0.043,72,서울 송파구 잠실본동
서울,잠실동(폐쇄),111271,20030103,0.01,1.2,0.003,0.051,85,서울 송파구 잠실본동
서울,잠실동(폐쇄),111271,20030104,0.007,0.5,0.017,0.023,80,서울 송파구 잠실본동
서울,잠실동(폐쇄),111271,20030105,0.005,0.1,0.025,0.012,15,서울 송파구 잠실본동
서울,영등포로,111232,20030328,0.008,1.5,0.011,0.051,93,서울 영등포구 영등포동4가
서울,영등포구,111231,20030225,-999,-999,-999,-999,-999,서울 영등포구 당산동3가
서울,강남구,111261,20030129,0.002,0.4,0.014,0.022,62,서울 강남구 대치동
서울,서초구,111262,20030109,0.019,2.4,0.003,0.084,132,서울 서초구 반포2동
서울,관악구,111251,20030214,0.012,0.9,0.013,0.072,108,서울 관악구 신림5동
서울,관악구,111251,20030216,0.012,0.9,0.024,0.058,114,서울 관악구 신림5동
서울,동작구,111241,20030222,0.002,0.5,0.006,0.04,6,서울 동작구 사당4동
서울,도산대로,111263,20030318,0.006,0.8,0.008,0.057,130,서울 강남구 논현동
서울,영등포구,111231,20030228,-999,-999,-999,-999,-999,서울 영등포구 당산동3가
서울,구로구,111221,20030328,0.003,0.6,0.022,0.021,81,서울 구로구 구로동
서울,구로구,111221,20030330,0.007,0.6,0.034,0.023,47,서울 구로구 구로동
서울,영등포로,111232,20030114,0.004,0.9,0.004,0.037,53,서울 영등포구 영등포동4가
서울,영등포로,111232,20030115,0.011,2.9,0.005,0.089,124,서울 영등포구 영등포동4가
서울,궁동(폐쇄),111222,20030216,0.015,0.8,0.034,0.028,123,서울 구로구 궁동
서울,동작구,111241,20030124,0.005,0.6,0.013,0.037,45,서울 동작구 사당4동
서울,서초구,111262,20030112,0.016,0.7,0.005,0.053,105,서울 서초구 반포2동
서울,동작구,111241,20030226,0.005,1,0.004,0.079,130,서울 동작구 사당4동
서울,서초구,111262,20030212,0.003,0.6,0.012,0.033,47,서울 서초구 반포2동
서울,도산대로,111263,20030214,0.01,1.7,0.005,0.054,161,서울 강남구 논현동
서울,도산대로,111263,20030216,-999,1.1,-999,-999,157,서울 강남구 논현동
서울,강동구,111274,20030307,0.002,0.7,0.021,0.023,20,서울 강동구 천호1동
서울,송파구,111273,20030211,0.005,0.7,0.017,0.023,81,서울 송파구 방이동
서울,송파구,111273,20030213,-999,0.4,0.009,0.042,56,서울 송파구 방이동
서울,잠실동(폐쇄),111271,20030114,0.004,0.5,0.014,0.025,29,서울 송파구 잠실본동
서울,잠실동(폐쇄),111271,20030116,0.015,0.8,0.004,0.057,90,서울 송파구 잠실본동
서울,금천구,111281,20030205,0.018,0.9,0.007,0.052,60,서울 금천구 시흥5동
서울,금천구,111281,20030206,-999,0.6,0.011,0.043,39,서울 금천구 시흥5동
서울,금천구,111281,20030209,0.008,1.7,0.002,0.028,61,서울 금천구 시흥5동
서울,영등포로,111232,20030308,0.004,0.8,0.009,0.092,46,서울 영등포구 영등포동4가
서울,궁동(폐쇄),111222,20030126,0.008,0.6,0.002,0.052,59,서울 구로구 궁동
서울,동작구,111241,20030322,0.003,0.3,0.008,0.047,48,서울 동작구 사당4동
서울,서초구,111262,20030310,0.004,0.2,0.024,0.025,41,서울 서초구 반포2동
서울,강남구,111261,20030210,0.006,0.6,0.007,0.038,73,서울 강남구 대치동
서울,강남구,111261,20030325,0.013,0.6,0.018,0.048,-999,서울 강남구 대치동
서울,잠실동(폐쇄),111271,20030210,0.004,0.6,0.013,0.031,78,서울 송파구 잠실본동
서울,잠실동(폐쇄),111271,20030211,0.004,0.5,0.019,0.024,74,서울 송파구 잠실본동
서울,잠실동(폐쇄),111271,20030212,0.002,0.5,0.018,0.028,36,서울 송파구 잠실본동
서울,금천구,111281,20030312,0.013,0.5,0.009,0.073,55,서울 금천구 시흥5동
서울,강동구,111274,20030203,0.004,1.9,-999,0.054,67,서울 강동구 천호1동
서울,강동구,111274,20030207,0.012,0.4,0.009,0.035,40,서울 강동구 천호1동
서울,송파구,111273,20030109,0.013,1.1,0.002,0.069,116,서울 송파구 방이동
서울,금천구,111281,20030105,0.001,0.5,0.026,0.017,17,서울 금천구 시흥5동
