Area,Mang,Code,Place,Date_hour,SO2,CO,O3,NO2,PM10,PM25,Add,Date
서울 중구,도시대기,111121,중구,2021013012,0.002,0.6,0.009,0.04,49,23,서울 중구 덕수궁길 15,20210130
서울 중구,도시대기,111121,중구,2021013112,0.003,0.6,0.017,0.031,57,29,서울 중구 덕수궁길 15,20210131
서울 용산구,도로변대기,111122,한강대로,2021010112,0.004,0.5,0.014,0.032,36,17,서울 용산구 한강대로 405,20210101
서울 용산구,도로변대기,111122,한강대로,2021010212,0.004,0.4,0.021,0.024,29,11,서울 용산구 한강대로 405,20210102
서울 용산구,도로변대기,111122,한강대로,2021010312,0.003,0.4,0.024,0.017,30,12,서울 용산구 한강대로 405,20210103
서울 용산구,도로변대기,111122,한강대로,2021010412,0.004,0.7,0.011,0.043,50,21,서울 용산구 한강대로 405,20210104
서울 용산구,도로변대기,111122,한강대로,2021010512,0.003,0.4,0.025,0.018,35,12,서울 용산구 한강대로 405,20210105
서울 용산구,도로변대기,111122,한강대로,2021010612,0.004,0.5,0.02,0.029,28,11,서울 용산구 한강대로 405,20210106
서울 용산구,도로변대기,111122,한강대로,2021010712,0.003,0.4,0.023,0.014,40,14,서울 용산구 한강대로 405,20210107
서울 용산구,도로변대기,111122,한강대로,2021010812,0.003,0.4,0.022,0.018,25,11,서울 용산구 한강대로 405,20210108
서울 용산구,도로변대기,111122,한강대로,2021010912,0.003,0.4,0.02,0.018,33,13,서울 용산구 한강대로 405,20210109
서울 용산구,도로변대기,111122,한강대로,2021011012,0.004,0.7,0.011,0.037,53,28,서울 용산구 한강대로 405,20210110
서울 용산구,도로변대기,111122,한강대로,2021011112,0.004,0.9,0.005,0.049,55,27,서울 용산구 한강대로 405,20210111
서울 용산구,도로변대기,111122,한강대로,2021011212,0.005,0.9,0.005,0.053,71,41,서울 용산구 한강대로 405,20210112
서울 용산구,도로변대기,111122,한강대로,2021011312,0.004,1.1,0.005,0.063,121,54,서울 용산구 한강대로 405,20210113
서울 용산구,도로변대기,111122,한강대로,2021011412,0.005,0.8,0.006,0.051,67,32,서울 용산구 한강대로 405,20210114
서울 용산구,도로변대기,111122,한강대로,2021011512,0.005,0.7,0.01,0.057,81,30,서울 용산구 한강대로 405,20210115
서울 용산구,도로변대기,111122,한강대로,2021011612,0.004,0.6,0.017,0.018,67,43,서울 용산구 한강대로 405,20210116
서울 용산구,도로변대기,111122,한강대로,2021011712,0.003,0.4,0.023,0.02,30,14,서울 용산구 한강대로 405,20210117
서울 용산구,도로변대기,111122,한강대로,2021011812,0.003,0.9,0.005,0.049,63,32,서울 용산구 한강대로 405,20210118
서울 용산구,도로변대기,111122,한강대로,2021011912,0.003,1,0.008,0.05,40,20,서울 용산구 한강대로 405,20210119
서울 용산구,도로변대기,111122,한강대로,2021012012,0.004,0.8,0.007,0.049,46,13,서울 용산구 한강대로 405,20210120
서울 용산구,도로변대기,111122,한강대로,2021012112,0.005,0.9,0.004,0.062,54,25,서울 용산구 한강대로 405,20210121
서울 용산구,도로변대기,111122,한강대로,2021012212,0.003,0.6,0.007,0.04,29,21,서울 용산구 한강대로 405,20210122
서울 용산구,도로변대기,111122,한강대로,2021012312,0.004,0.5,0.021,0.02,15,7,서울 용산구 한강대로 405,20210123
서울 용산구,도로변대기,111122,한강대로,2021012412,0.004,0.5,0.021,0.021,11,8,서울 용산구 한강대로 405,20210124
서울 용산구,도로변대기,111122,한강대로,2021012512,0.004,0.7,0.007,0.042,24,15,서울 용산구 한강대로 405,20210125
서울 용산구,도로변대기,111122,한강대로,2021012612,0.004,0.8,0.003,0.051,43,22,서울 용산구 한강대로 405,20210126
서울 용산구,도로변대기,111122,한강대로,2021012712,0.004,0.4,0.02,0.02,39,11,서울 용산구 한강대로 405,20210127
서울 용산구,도로변대기,111122,한강대로,2021012812,0.003,0.7,0.011,0.036,47,27,서울 용산구 한강대로 405,20210128
서울 용산구,도로변대기,111122,한강대로,2021012912,0.003,0.4,0.027,0.019,25,11,서울 용산구 한강대로 405,20210129
서울 용산구,도로변대기,111122,한강대로,2021013012,0.004,0.6,0.008,0.037,47,23,서울 용산구 한강대로 405,20210130
서울 용산구,도로변대기,111122,한강대로,2021013112,0.004,0.6,0.013,0.032,52,27,서울 용산구 한강대로 405,20210131
서울 종로구,도시대기,111123,종로구,2021010112,0.002,0.7,0.016,0.029,42,26,서울 종로구 종로35가길 19,20210101
서울 종로구,도시대기,111123,종로구,2021010212,0.003,0.4,0.027,0.015,22,12,서울 종로구 종로35가길 19,20210102
서울 종로구,도시대기,111123,종로구,2021010312,0.003,0.3,0.035,0.008,22,9,서울 종로구 종로35가길 19,20210103
서울 종로구,도시대기,111123,종로구,2021010412,0.004,0.7,0.014,0.035,48,27,서울 종로구 종로35가길 19,20210104
서울 종로구,도시대기,111123,종로구,2021010512,,,,,,,서울 종로구 종로35가길 19,20210105
서울 종로구,도시대기,111123,종로구,2021010612,0.003,0.5,0.026,0.019,38,24,서울 종로구 종로35가길 19,20210106
서울 종로구,도시대기,111123,종로구,2021010712,0.002,0.4,0.024,0.01,44,16,서울 종로구 종로35가길 19,20210107
서울 종로구,도시대기,111123,종로구,2021010812,0.003,0.4,0.027,0.012,26,13,서울 종로구 종로35가길 19,20210108
서울 종로구,도시대기,111123,종로구,2021010912,0.004,0.6,0.017,0.026,36,23,서울 종로구 종로35가길 19,20210109
서울 종로구,도시대기,111123,종로구,2021011012,0.004,0.8,0.017,0.028,48,35,서울 종로구 종로35가길 19,20210110
서울 종로구,도시대기,111123,종로구,2021011112,0.004,1,0.005,0.044,62,43,서울 종로구 종로35가길 19,20210111
서울 종로구,도시대기,111123,종로구,2021011212,0.004,0.9,0.007,0.046,73,58,서울 종로구 종로35가길 19,20210112
서울 종로구,도시대기,111123,종로구,2021011312,0.004,1.1,0.006,0.056,127,64,서울 종로구 종로35가길 19,20210113
서울 종로구,도시대기,111123,종로구,2021011412,0.005,0.8,0.011,0.042,65,31,서울 종로구 종로35가길 19,20210114
서울 종로구,도시대기,111123,종로구,2021011512,0.005,1.5,0.004,0.071,79,33,서울 종로구 종로35가길 19,20210115
서울 종로구,도시대기,111123,종로구,2021011612,0.004,0.6,0.024,0.017,64,49,서울 종로구 종로35가길 19,20210116
서울 종로구,도시대기,111123,종로구,2021011712,0.004,0.4,0.032,0.01,17,11,서울 종로구 종로35가길 19,20210117
서울 종로구,도시대기,111123,종로구,2021011812,0.003,0.9,0.005,0.045,54,33,서울 종로구 종로35가길 19,20210118
서울 종로구,도시대기,111123,종로구,2021011912,0.003,0.7,0.013,0.034,41,22,서울 종로구 종로35가길 19,20210119
서울 종로구,도시대기,111123,종로구,2021012012,0.004,0.7,0.011,0.039,41,24,서울 종로구 종로35가길 19,20210120
서울 종로구,도시대기,111123,종로구,2021012112,0.005,0.9,0.005,0.053,51,31,서울 종로구 종로35가길 19,20210121
서울 종로구,도시대기,111123,종로구,2021012212,0.003,0.6,0.009,0.038,31,22,서울 종로구 종로35가길 19,20210122
서울 종로구,도시대기,111123,종로구,2021012312,0.004,0.5,0.028,0.014,9,5,서울 종로구 종로35가길 19,20210123
서울 종로구,도시대기,111123,종로구,2021012412,0.004,0.4,0.032,0.017,11,10,서울 종로구 종로35가길 19,20210124
서울 종로구,도시대기,111123,종로구,2021012512,0.004,0.6,0.014,0.033,18,11,서울 종로구 종로35가길 19,20210125
서울 종로구,도시대기,111123,종로구,2021012612,0.003,0.7,0.003,0.047,31,21,서울 종로구 종로35가길 19,20210126
서울 종로구,도시대기,111123,종로구,2021012712,0.004,0.4,0.032,0.013,26,8,서울 종로구 종로35가길 19,20210127
서울 종로구,도시대기,111123,종로구,2021012812,0.004,0.6,0.017,0.026,40,26,서울 종로구 종로35가길 19,20210128
서울 종로구,도시대기,111123,종로구,2021012912,0.003,0.4,0.031,0.009,12,5,서울 종로구 종로35가길 19,20210129
서울 종로구,도시대기,111123,종로구,2021013012,0.004,0.6,0.012,0.032,42,18,서울 종로구 종로35가길 19,20210130
서울 종로구,도시대기,111123,종로구,2021013112,0.004,0.6,0.02,0.025,49,29,서울 종로구 종로35가길 19,20210131
서울 중구,도로변대기,111124,청계천로,2021010112,0.004,0.6,0.012,0.036,33,33,서울 중구 청계천로 184,20210101
서울 중구,도로변대기,111124,청계천로,2021010212,0.003,0.5,0.023,0.017,17,12,서울 중구 청계천로 184,20210102
서울 중구,도로변대기,111124,청계천로,2021010312,0.003,0.4,0.029,0.013,18,9,서울 중구 청계천로 184,20210103
서울 중구,도로변대기,111124,청계천로,2021010412,0.005,0.9,0.01,0.047,42,33,서울 중구 청계천로 184,20210104
서울 중구,도로변대기,111124,청계천로,2021010512,0.003,0.5,0.028,0.014,29,11,서울 중구 청계천로 184,20210105
서울 중구,도로변대기,111124,청계천로,2021010612,0.003,0.6,0.021,0.025,20,15,서울 중구 청계천로 184,20210106
서울 중구,도로변대기,111124,청계천로,2021010712,0.003,0.5,0.022,0.013,32,16,서울 중구 청계천로 184,20210107
서울 중구,도로변대기,111124,청계천로,2021010812,0.003,0.4,0.024,0.013,19,17,서울 중구 청계천로 184,20210108
서울 중구,도로변대기,111124,청계천로,2021010912,0.004,0.7,0.013,0.03,,33,서울 중구 청계천로 184,20210109
서울 중구,도로변대기,111124,청계천로,2021011012,0.004,0.8,0.01,0.042,42,42,서울 중구 청계천로 184,20210110
서울 중구,도로변대기,111124,청계천로,2021011112,0.005,1.2,0.004,0.053,54,50,서울 중구 청계천로 184,20210111
서울 중구,도로변대기,111124,청계천로,2021011212,0.004,1.2,0.004,0.056,66,66,서울 중구 청계천로 184,20210112
서울 중구,도로변대기,111124,청계천로,2021011312,0.005,1.4,0.003,0.077,113,71,서울 중구 청계천로 184,20210113
서울 중구,도로변대기,111124,청계천로,2021011412,0.005,1,0.007,0.051,55,32,서울 중구 청계천로 184,20210114
서울 중구,도로변대기,111124,청계천로,2021011512,0.006,1.9,0.002,0.077,74,36,서울 중구 청계천로 184,20210115
서울 중구,도로변대기,111124,청계천로,2021011612,0.004,0.7,0.02,0.018,57,53,서울 중구 청계천로 184,20210116
서울 중구,도로변대기,111124,청계천로,2021011712,0.003,0.4,0.027,0.011,17,14,서울 중구 청계천로 184,20210117
서울 중구,도로변대기,111124,청계천로,2021011812,0.005,1.2,0.003,0.051,47,35,서울 중구 청계천로 184,20210118
서울 중구,도로변대기,111124,청계천로,2021011912,0.004,0.9,0.008,0.039,37,32,서울 중구 청계천로 184,20210119
서울 중구,도로변대기,111124,청계천로,2021012012,0.004,1,0.006,0.052,35,27,서울 중구 청계천로 184,20210120
서울 중구,도로변대기,111124,청계천로,2021012112,,,,,,,서울 중구 청계천로 184,20210121
서울 중구,도로변대기,111124,청계천로,2021012212,0.004,0.8,0.006,0.046,26,25,서울 중구 청계천로 184,20210122
서울 중구,도로변대기,111124,청계천로,2021012312,0.004,0.6,0.026,0.022,7,6,서울 중구 청계천로 184,20210123
서울 중구,도로변대기,111124,청계천로,2021012412,0.004,0.5,0.025,0.019,11,9,서울 중구 청계천로 184,20210124
서울 중구,도로변대기,111124,청계천로,2021012512,0.004,0.9,0.01,0.036,18,15,서울 중구 청계천로 184,20210125
서울 중구,도로변대기,111124,청계천로,2021012612,0.005,1.1,0.002,0.057,30,25,서울 중구 청계천로 184,20210126
서울 중구,도로변대기,111124,청계천로,2021012712,0.004,0.6,0.024,0.018,32,13,서울 중구 청계천로 184,20210127
서울 중구,도로변대기,111124,청계천로,2021012812,0.004,0.8,0.014,0.032,42,30,서울 중구 청계천로 184,20210128
서울 중구,도로변대기,111124,청계천로,2021012912,0.003,0.5,0.026,0.014,20,13,서울 중구 청계천로 184,20210129
서울 중구,도로변대기,111124,청계천로,2021013012,0.004,0.7,0.009,0.039,41,26,서울 중구 청계천로 184,20210130
서울 중구,도로변대기,111124,청계천로,2021013112,0.004,0.6,0.017,0.03,46,29,서울 중구 청계천로 184,20210131
서울 종로구,도로변대기,111125,종로,2021010112,0.004,0.6,0.013,0.035,42,23,서울 종로구 종로 169,20210101
서울 종로구,도로변대기,111125,종로,2021010212,0.003,0.4,0.024,0.019,21,10,서울 종로구 종로 169,20210102
서울 종로구,도로변대기,111125,종로,2021010312,0.002,0.3,0.032,0.009,24,8,서울 종로구 종로 169,20210103
서울 종로구,도로변대기,111125,종로,2021010412,,,,,,,서울 종로구 종로 169,20210104
서울 종로구,도로변대기,111125,종로,2021010512,0.003,0.4,0.031,0.011,29,12,서울 종로구 종로 169,20210105
서울 종로구,도로변대기,111125,종로,2021010612,0.003,0.4,0.025,0.019,28,11,서울 종로구 종로 169,20210106
서울 종로구,도로변대기,111125,종로,2021010712,0.003,0.4,0.024,0.009,34,13,서울 종로구 종로 169,20210107
서울 종로구,도로변대기,111125,종로,2021010812,0.003,0.3,0.027,0.011,22,8,서울 종로구 종로 169,20210108
서울 종로구,도로변대기,111125,종로,2021010912,0.004,0.6,0.016,0.021,43,22,서울 종로구 종로 169,20210109
서울 종로구,도로변대기,111125,종로,2021011012,0.005,0.8,0.012,0.035,50,29,서울 종로구 종로 169,20210110
서울 종로구,도로변대기,111125,종로,2021011112,0.003,1.2,0.003,0.053,60,37,서울 종로구 종로 169,20210111
서울 종로구,도로변대기,111125,종로,2021011212,0.003,1,0.005,0.049,75,51,서울 종로구 종로 169,20210112
서울 종로구,도로변대기,111125,종로,2021011312,0.005,1.1,0.004,0.059,115,55,서울 종로구 종로 169,20210113
서울 종로구,도로변대기,111125,종로,2021011412,0.004,0.8,0.008,0.041,68,24,서울 종로구 종로 169,20210114
서울 종로구,도로변대기,111125,종로,2021011512,0.006,1.3,0.002,0.068,68,29,서울 종로구 종로 169,20210115
서울 종로구,도로변대기,111125,종로,2021011612,0.004,0.6,0.021,0.019,64,41,서울 종로구 종로 169,20210116
서울 종로구,도로변대기,111125,종로,2021011712,0.003,0.4,0.028,0.014,24,11,서울 종로구 종로 169,20210117
서울 종로구,도로변대기,111125,종로,2021011812,0.003,0.9,0.004,0.052,53,29,서울 종로구 종로 169,20210118
서울 종로구,도로변대기,111125,종로,2021011912,0.003,0.8,0.01,0.038,47,20,서울 종로구 종로 169,20210119
서울 종로구,도로변대기,111125,종로,2021012012,0.004,0.8,0.008,0.045,49,20,서울 종로구 종로 169,20210120
서울 종로구,도로변대기,111125,종로,2021012112,0.004,1,0.003,0.054,50,28,서울 종로구 종로 169,20210121
서울 종로구,도로변대기,111125,종로,2021012212,0.003,0.6,0.008,0.04,26,19,서울 종로구 종로 169,20210122
서울 종로구,도로변대기,111125,종로,2021012312,0.004,0.5,0.026,0.029,12,4,서울 종로구 종로 169,20210123
서울 종로구,도로변대기,111125,종로,2021012412,0.004,0.4,0.027,0.02,9,5,서울 종로구 종로 169,20210124
서울 종로구,도로변대기,111125,종로,2021012512,0.004,0.7,0.01,0.037,18,10,서울 종로구 종로 169,20210125
서울 종로구,도로변대기,111125,종로,2021012612,0.004,0.9,0.002,0.05,38,20,서울 종로구 종로 169,20210126
서울 종로구,도로변대기,111125,종로,2021012712,0.003,0.4,0.027,0.017,27,8,서울 종로구 종로 169,20210127
서울 종로구,도로변대기,111125,종로,2021012812,0.003,0.6,0.017,0.026,40,24,서울 종로구 종로 169,20210128
서울 종로구,도로변대기,111125,종로,2021012912,0.003,0.3,0.03,0.012,22,10,서울 종로구 종로 169,20210129
서울 종로구,도로변대기,111125,종로,2021013012,0.003,0.6,0.009,0.038,43,18,서울 종로구 종로 169,20210130
서울 종로구,도로변대기,111125,종로,2021013112,0.004,0.6,0.016,0.031,57,23,서울 종로구 종로 169,20210131
서울 용산구,도시대기,111131,용산구,2021010112,0.003,0.5,0.015,0.022,39,21,서울 용산구 한남대로 136,20210101
서울 용산구,도시대기,111131,용산구,2021010212,0.003,0.4,0.02,0.016,32,11,서울 용산구 한남대로 136,20210102
서울 용산구,도시대기,111131,용산구,2021010312,0.003,0.4,0.022,0.014,33,10,서울 용산구 한남대로 136,20210103
서울 용산구,도시대기,111131,용산구,2021010412,0.004,0.6,0.01,0.034,52,22,서울 용산구 한남대로 136,20210104
서울 용산구,도시대기,111131,용산구,2021010512,0.003,0.4,0.023,0.014,40,13,서울 용산구 한남대로 136,20210105
서울 용산구,도시대기,111131,용산구,2021010612,0.003,0.4,0.019,0.019,42,16,서울 용산구 한남대로 136,20210106
서울 용산구,도시대기,111131,용산구,2021010712,0.003,0.3,0.019,0.009,56,15,서울 용산구 한남대로 136,20210107
서울 용산구,도시대기,111131,용산구,2021010812,0.004,0.3,0.021,0.011,35,11,서울 용산구 한남대로 136,20210108
서울 용산구,도시대기,111131,용산구,2021010912,0.005,0.5,0.013,0.023,49,21,서울 용산구 한남대로 136,20210109
서울 용산구,도시대기,111131,용산구,2021011012,0.005,0.6,0.015,0.021,55,30,서울 용산구 한남대로 136,20210110
서울 용산구,도시대기,111131,용산구,2021011112,0.004,0.8,0.004,0.042,62,35,서울 용산구 한남대로 136,20210111
서울 용산구,도시대기,111131,용산구,2021011212,0.004,0.7,0.006,0.039,65,49,서울 용산구 한남대로 136,20210112
서울 용산구,도시대기,111131,용산구,2021011312,0.004,0.7,0.007,0.041,123,52,서울 용산구 한남대로 136,20210113
서울 용산구,도시대기,111131,용산구,2021011412,0.004,0.6,0.009,0.036,84,30,서울 용산구 한남대로 136,20210114
서울 용산구,도시대기,111131,용산구,2021011512,0.004,0.6,0.009,0.042,75,30,서울 용산구 한남대로 136,20210115
서울 용산구,도시대기,111131,용산구,2021011612,0.004,0.6,0.017,0.018,69,45,서울 용산구 한남대로 136,20210116
서울 용산구,도시대기,111131,용산구,2021011712,0.003,0.4,0.021,0.014,26,14,서울 용산구 한남대로 136,20210117
서울 용산구,도시대기,111131,용산구,2021011812,0.003,0.8,0.004,0.042,49,31,서울 용산구 한남대로 136,20210118
서울 용산구,도시대기,111131,용산구,2021011912,0.003,0.6,0.01,0.032,43,20,서울 용산구 한남대로 136,20210119
서울 용산구,도시대기,111131,용산구,2021012012,0.003,0.5,0.008,0.036,44,24,서울 용산구 한남대로 136,20210120
서울 용산구,도시대기,111131,용산구,2021012112,0.004,0.8,0.003,0.052,59,30,서울 용산구 한남대로 136,20210121
서울 용산구,도시대기,111131,용산구,2021012212,0.003,0.5,0.008,0.03,16,14,서울 용산구 한남대로 136,20210122
서울 용산구,도시대기,111131,용산구,2021012312,0.003,0.4,0.027,0.011,10,5,서울 용산구 한남대로 136,20210123
서울 용산구,도시대기,111131,용산구,2021012412,0.003,0.4,0.023,0.016,13,10,서울 용산구 한남대로 136,20210124
서울 용산구,도시대기,111131,용산구,2021012512,0.004,0.6,0.005,0.037,28,18,서울 용산구 한남대로 136,20210125
서울 용산구,도시대기,111131,용산구,2021012612,0.004,0.6,0.002,0.042,31,16,서울 용산구 한남대로 136,20210126
서울 용산구,도시대기,111131,용산구,2021012712,0.003,0.4,0.02,0.017,37,15,서울 용산구 한남대로 136,20210127
서울 용산구,도시대기,111131,용산구,2021012812,0.003,0.6,0.008,0.028,39,24,서울 용산구 한남대로 136,20210128
서울 용산구,도시대기,111131,용산구,2021012912,0.004,0.3,0.023,0.01,,,서울 용산구 한남대로 136,20210129
서울 용산구,도시대기,111131,용산구,2021013012,0.003,0.6,0.008,0.031,,21,서울 용산구 한남대로 136,20210130
서울 용산구,도시대기,111131,용산구,2021013112,0.004,0.5,0.015,0.023,,28,서울 용산구 한남대로 136,20210131
서울 광진구,도시대기,111141,광진구,2021010112,,0.6,0.012,0.029,29,20,서울특별시 광진구 광나루로 571,20210101
서울 광진구,도시대기,111141,광진구,2021010212,,0.5,0.019,0.018,16,9,서울특별시 광진구 광나루로 571,20210102
서울 광진구,도시대기,111141,광진구,2021010312,,0.6,0.017,0.023,35,15,서울특별시 광진구 광나루로 571,20210103
서울 광진구,도시대기,111141,광진구,2021010412,,0.8,0.009,0.035,38,26,서울특별시 광진구 광나루로 571,20210104
서울 광진구,도시대기,111141,광진구,2021010512,,0.5,0.023,0.012,24,12,서울특별시 광진구 광나루로 571,20210105
서울 광진구,도시대기,111141,광진구,2021010612,,0.7,0.011,0.031,25,18,서울특별시 광진구 광나루로 571,20210106
서울 광진구,도시대기,111141,광진구,2021010712,,0.6,0.018,0.01,31,14,서울특별시 광진구 광나루로 571,20210107
서울 광진구,도시대기,111141,광진구,2021010812,,0.6,0.019,0.013,16,9,서울특별시 광진구 광나루로 571,20210108
서울 광진구,도시대기,111141,광진구,2021010912,,0.8,0.013,0.023,28,18,서울특별시 광진구 광나루로 571,20210109
서울 광진구,도시대기,111141,광진구,2021011012,,1,0.013,0.026,38,30,서울특별시 광진구 광나루로 571,20210110
서울 광진구,도시대기,111141,광진구,2021011112,,1,0.004,0.036,45,39,서울특별시 광진구 광나루로 571,20210111
서울 광진구,도시대기,111141,광진구,2021011212,,1,0.004,0.039,58,53,서울특별시 광진구 광나루로 571,20210112
서울 광진구,도시대기,111141,광진구,2021011312,,1.1,0.006,0.041,103,58,서울특별시 광진구 광나루로 571,20210113
서울 광진구,도시대기,111141,광진구,2021011412,,1,0.008,0.037,76,36,서울특별시 광진구 광나루로 571,20210114
서울 광진구,도시대기,111141,광진구,2021011512,,1,0.004,0.046,58,26,서울특별시 광진구 광나루로 571,20210115
서울 광진구,도시대기,111141,광진구,2021011612,,0.6,0.014,0.024,59,46,서울특별시 광진구 광나루로 571,20210116
서울 광진구,도시대기,111141,광진구,2021011712,,0.4,0.02,0.016,21,13,서울특별시 광진구 광나루로 571,20210117
서울 광진구,도시대기,111141,광진구,2021011812,,0.7,0.004,0.036,45,32,서울특별시 광진구 광나루로 571,20210118
서울 광진구,도시대기,111141,광진구,2021011912,,0.5,0.013,0.027,30,16,서울특별시 광진구 광나루로 571,20210119
서울 광진구,도시대기,111141,광진구,2021012012,,0.5,0.01,0.03,28,17,서울특별시 광진구 광나루로 571,20210120
서울 광진구,도시대기,111141,광진구,2021012112,,0.7,0.003,0.041,42,29,서울특별시 광진구 광나루로 571,20210121
서울 광진구,도시대기,111141,광진구,2021012212,0.003,0.5,0.01,0.027,15,14,서울특별시 광진구 광나루로 571,20210122
서울 광진구,도시대기,111141,광진구,2021012312,0.003,0.4,0.024,0.012,8,5,서울특별시 광진구 광나루로 571,20210123
서울 광진구,도시대기,111141,광진구,2021012412,0.003,0.4,0.022,0.014,11,6,서울특별시 광진구 광나루로 571,20210124
서울 광진구,도시대기,111141,광진구,2021012512,0.003,0.5,0.014,0.024,16,11,서울특별시 광진구 광나루로 571,20210125
서울 광진구,도시대기,111141,광진구,2021012612,0.004,0.8,0.001,0.043,29,20,서울특별시 광진구 광나루로 571,20210126
서울 광진구,도시대기,111141,광진구,2021012712,0.003,0.3,0.023,0.015,28,11,서울특별시 광진구 광나루로 571,20210127
서울 광진구,도시대기,111141,광진구,2021012812,0.003,0.6,0.009,0.031,34,26,서울특별시 광진구 광나루로 571,20210128
서울 광진구,도시대기,111141,광진구,2021012912,0.002,0.3,0.023,0.009,17,9,서울특별시 광진구 광나루로 571,20210129
서울 광진구,도시대기,111141,광진구,2021013012,0.002,0.5,0.009,0.027,33,16,서울특별시 광진구 광나루로 571,20210130
서울 광진구,도시대기,111141,광진구,2021013112,0.003,0.5,0.016,0.021,41,25,서울특별시 광진구 광나루로 571,20210131
서울 성동구,도시대기,111142,성동구,2021010112,0.004,0.5,0.026,0.035,22,15,서울 성동구 뚝섬로3길 18,20210101
서울 성동구,도시대기,111142,성동구,2021010212,0.003,0.4,0.029,0.025,18,9,서울 성동구 뚝섬로3길 18,20210102
서울 성동구,도시대기,111142,성동구,2021010312,0.003,0.3,0.035,0.02,22,10,서울 성동구 뚝섬로3길 18,20210103
서울 성동구,도시대기,111142,성동구,2021010412,0.005,0.7,0.013,0.049,36,24,서울 성동구 뚝섬로3길 18,20210104
서울 성동구,도시대기,111142,성동구,2021010512,0.003,0.4,0.035,0.024,23,12,서울 성동구 뚝섬로3길 18,20210105
서울 성동구,도시대기,111142,성동구,2021010612,0.004,0.5,0.025,0.037,21,13,서울 성동구 뚝섬로3길 18,20210106
서울 성동구,도시대기,111142,성동구,2021010712,0.003,0.3,0.027,0.019,29,12,서울 성동구 뚝섬로3길 18,20210107
