Date,Gu_code,Gu,C34,J44,J20-22,Seoul,Area
201101,11680,강남구,121.8,239.5,12651,서울 ,서울 강남구
201102,11680,강남구,102.9,195.9,8714.2,서울 ,서울 강남구
201103,11680,강남구,109.1,240.9,11712.9,서울 ,서울 강남구
201104,11680,강남구,102.9,202.6,12802.3,서울 ,서울 강남구
201105,11680,강남구,134.3,221.7,13310.2,서울 ,서울 강남구
201106,11680,강남구,130.8,209.3,10708.7,서울 ,서울 강남구
201107,11680,강남구,142.1,180.3,8148.5,서울 ,서울 강남구
201108,11680,강남구,144.2,178.9,8253.9,서울 ,서울 강남구
201109,11680,강남구,143.5,180.5,12158.9,서울 ,서울 강남구
201110,11680,강남구,130.3,220.4,14877.8,서울 ,서울 강남구
201111,11680,강남구,124.1,223.3,14105.5,서울 ,서울 강남구
201112,11680,강남구,116.5,135.4,13742.2,서울 ,서울 강남구
201201,11680,강남구,160.6,263.2,15250.2,서울 ,서울 강남구
201202,11680,강남구,165.7,269.8,15299.4,서울 ,서울 강남구
201203,11680,강남구,112.5,197.6,16518.9,서울 ,서울 강남구
201204,11680,강남구,162.5,254,16900.1,서울 ,서울 강남구
201205,11680,강남구,151,201.7,13843.9,서울 ,서울 강남구
201206,11680,강남구,126.2,120.3,9148.4,서울 ,서울 강남구
201207,11680,강남구,174.9,186.8,7705.3,서울 ,서울 강남구
201208,11680,강남구,170,191.2,6982,서울 ,서울 강남구
201209,11680,강남구,119.3,119.5,11083.2,서울 ,서울 강남구
201210,11680,강남구,149.8,174.6,13469.8,서울 ,서울 강남구
201211,11680,강남구,128.7,128.3,14468.5,서울 ,서울 강남구
201212,11680,강남구,132.2,128.7,12863.8,서울 ,서울 강남구
201301,11680,강남구,141.2,140,13877.4,서울 ,서울 강남구
201302,11680,강남구,110,125.1,12756.6,서울 ,서울 강남구
201303,11680,강남구,132.4,134.3,15531.6,서울 ,서울 강남구
201304,11680,강남구,145.3,155.4,16540.7,서울 ,서울 강남구
201305,11680,강남구,132.7,127.4,13606.3,서울 ,서울 강남구
201306,11680,강남구,130.2,110.9,10280.9,서울 ,서울 강남구
201307,11680,강남구,165.7,142.5,8829.1,서울 ,서울 강남구
201308,11680,강남구,192.3,174.6,8439.3,서울 ,서울 강남구
201309,11680,강남구,135,116.4,12141.8,서울 ,서울 강남구
201310,11680,강남구,146.6,124.6,13747.9,서울 ,서울 강남구
201311,11680,강남구,147.4,109.3,15004.6,서울 ,서울 강남구
201312,11680,강남구,147.8,125.4,14006.4,서울 ,서울 강남구
201401,11680,강남구,129.6,123.3,14879.4,서울 ,서울 강남구
201402,11680,강남구,128.5,123.5,16944.9,서울 ,서울 강남구
201403,11680,강남구,143.2,117.5,14644,서울 ,서울 강남구
201404,11680,강남구,150.7,132,15606.3,서울 ,서울 강남구
201405,11680,강남구,125.6,109,12675.9,서울 ,서울 강남구
201406,11680,강남구,131.6,100.8,9724.4,서울 ,서울 강남구
201407,11680,강남구,139.8,117.6,9651.2,서울 ,서울 강남구
201408,11680,강남구,130.3,91.2,7887.2,서울 ,서울 강남구
201409,11680,강남구,123.5,94.3,11199.7,서울 ,서울 강남구
201410,11680,강남구,145.8,117.5,14050.9,서울 ,서울 강남구
201411,11680,강남구,124.4,97.6,16980.6,서울 ,서울 강남구
201412,11680,강남구,155.3,109.3,16222.2,서울 ,서울 강남구
201501,11680,강남구,161.5,110.7,13943.7,서울 ,서울 강남구
201502,11680,강남구,137.9,106.9,14087.4,서울 ,서울 강남구
201503,11680,강남구,150.6,106.3,16088.3,서울 ,서울 강남구
201504,11680,강남구,160.6,129.2,16565.6,서울 ,서울 강남구
201505,11680,강남구,135.8,90.5,13500,서울 ,서울 강남구
201506,11680,강남구,126.5,74.8,8454.7,서울 ,서울 강남구
201507,11680,강남구,159.1,90.4,6816.4,서울 ,서울 강남구
201508,11680,강남구,161.5,91.9,8459.9,서울 ,서울 강남구
201509,11680,강남구,143.3,88.1,12834.8,서울 ,서울 강남구
201510,11680,강남구,161.5,112.2,13475.4,서울 ,서울 강남구
201511,11680,강남구,155.1,103.7,15057,서울 ,서울 강남구
201512,11680,강남구,150.4,109.1,17984.5,서울 ,서울 강남구
201601,11680,강남구,136.8,99.6,15573.7,서울 ,서울 강남구
201602,11680,강남구,132.8,103.7,18582.7,서울 ,서울 강남구
201603,11680,강남구,172.1,120.8,18939.7,서울 ,서울 강남구
201604,11680,강남구,135.4,97.3,18926.5,서울 ,서울 강남구
201605,11680,강남구,141.9,108.6,15838.9,서울 ,서울 강남구
201606,11680,강남구,140.9,105.6,12169.5,서울 ,서울 강남구
201607,11680,강남구,154.1,87.3,10782.8,서울 ,서울 강남구
201608,11680,강남구,142.5,99.6,9333,서울 ,서울 강남구
201609,11680,강남구,149,107.2,12502,서울 ,서울 강남구
201610,11680,강남구,163.6,87.8,15362.3,서울 ,서울 강남구
201611,11680,강남구,169.1,110.4,18903.6,서울 ,서울 강남구
201612,11680,강남구,182.5,117.6,27897.2,서울 ,서울 강남구
201701,11680,강남구,173,119.4,15664.1,서울 ,서울 강남구
201702,11680,강남구,182.7,98.4,14059.3,서울 ,서울 강남구
201703,11680,강남구,193.5,114.7,18803.8,서울 ,서울 강남구
201704,11680,강남구,187.2,104.6,20431,서울 ,서울 강남구
201705,11680,강남구,206.1,100.5,16414.2,서울 ,서울 강남구
201706,11680,강남구,199.2,103.6,13131.2,서울 ,서울 강남구
201707,11680,강남구,196.9,91.9,11197.4,서울 ,서울 강남구
201708,11680,강남구,214.5,111.3,10366,서울 ,서울 강남구
201709,11680,강남구,180,108.6,15596.8,서울 ,서울 강남구
201710,11680,강남구,155.2,86.5,11992.5,서울 ,서울 강남구
201711,11680,강남구,190.2,100.5,19147.6,서울 ,서울 강남구
201712,11680,강남구,178.7,113.5,21283.8,서울 ,서울 강남구
201801,11680,강남구,214.2,122.4,18386.9,서울 ,서울 강남구
201802,11680,강남구,198.4,105.1,12814.8,서울 ,서울 강남구
201803,11680,강남구,218.3,110.8,16670.7,서울 ,서울 강남구
201804,11680,강남구,199.7,114.3,19828.7,서울 ,서울 강남구
201805,11680,강남구,207.2,120.4,17559.6,서울 ,서울 강남구
201806,11680,강남구,203.9,109.7,13480.2,서울 ,서울 강남구
201807,11680,강남구,230.3,102.1,10327.9,서울 ,서울 강남구
201808,11680,강남구,219,104.2,8348.8,서울 ,서울 강남구
201809,11680,강남구,176.8,80.9,13575.9,서울 ,서울 강남구
201810,11680,강남구,220,108.4,16775.6,서울 ,서울 강남구
201811,11680,강남구,208.7,124.1,21636,서울 ,서울 강남구
201812,11680,강남구,196,113.8,23912,서울 ,서울 강남구
201901,11680,강남구,250,116.5,14758.9,서울 ,서울 강남구
201902,11680,강남구,189.3,85.1,11049.1,서울 ,서울 강남구
201903,11680,강남구,211.1,105.3,15611.3,서울 ,서울 강남구
201904,11680,강남구,215.9,123.6,20412.4,서울 ,서울 강남구
201905,11680,강남구,200.7,105.5,17750.8,서울 ,서울 강남구
201906,11680,강남구,183.2,91.5,13050.3,서울 ,서울 강남구
201907,11680,강남구,246.5,91,11824,서울 ,서울 강남구
201908,11680,강남구,225.8,90.4,9484,서울 ,서울 강남구
201909,11680,강남구,198.5,93,13724.4,서울 ,서울 강남구
201910,11680,강남구,219.2,106,17576.9,서울 ,서울 강남구
201911,11680,강남구,212,108,19377.8,서울 ,서울 강남구
201912,11680,강남구,201.8,121.6,21977.4,서울 ,서울 강남구
202001,11680,강남구,199.4,106.1,18360.2,서울 ,서울 강남구
202002,11680,강남구,197.3,82.9,11222.8,서울 ,서울 강남구
202003,11680,강남구,215.5,96.8,6076.1,서울 ,서울 강남구
202004,11680,강남구,202,92.9,3811.7,서울 ,서울 강남구
202005,11680,강남구,227.5,89,4582.8,서울 ,서울 강남구
202006,11680,강남구,249.1,97.9,4727.1,서울 ,서울 강남구
201101,11740,강동구,111.5,164.8,13226.4,서울 ,서울 강동구
201102,11740,강동구,106.2,152.5,9297.4,서울 ,서울 강동구
201103,11740,강동구,120,170.7,12133.8,서울 ,서울 강동구
201104,11740,강동구,98,166.4,13439.1,서울 ,서울 강동구
201105,11740,강동구,147.6,184,13361.3,서울 ,서울 강동구
201106,11740,강동구,139.4,176.3,9820.3,서울 ,서울 강동구
201107,11740,강동구,134.9,156.3,8033.3,서울 ,서울 강동구
201108,11740,강동구,128.4,156.7,8123.2,서울 ,서울 강동구
201109,11740,강동구,144,168.2,12716.5,서울 ,서울 강동구
201110,11740,강동구,130.7,184,15182.6,서울 ,서울 강동구
201111,11740,강동구,116.9,178.5,14957.6,서울 ,서울 강동구
201112,11740,강동구,185.6,163.2,15362.4,서울 ,서울 강동구
201201,11740,강동구,209.7,232,16439.5,서울 ,서울 강동구
201202,11740,강동구,213.2,240.2,16424.5,서울 ,서울 강동구
201203,11740,강동구,164.8,222.8,17355,서울 ,서울 강동구
201204,11740,강동구,178.5,242.1,17349.1,서울 ,서울 강동구
201205,11740,강동구,168.7,220.9,14170.6,서울 ,서울 강동구
201206,11740,강동구,153.1,160.1,8903.6,서울 ,서울 강동구
201207,11740,강동구,196.3,211.5,7828.6,서울 ,서울 강동구
201208,11740,강동구,176.1,190.8,7433.2,서울 ,서울 강동구
201209,11740,강동구,166.6,133,11874.9,서울 ,서울 강동구
201210,11740,강동구,194.3,207.4,15687.9,서울 ,서울 강동구
201211,11740,강동구,165.8,156,16152.9,서울 ,서울 강동구
201212,11740,강동구,179.7,161.7,13760.5,서울 ,서울 강동구
201301,11740,강동구,186.8,177.9,15369.9,서울 ,서울 강동구
201302,11740,강동구,166.1,153.9,14461.1,서울 ,서울 강동구
201303,11740,강동구,161.6,152.3,16675.3,서울 ,서울 강동구
201304,11740,강동구,173.8,136.5,16912.4,서울 ,서울 강동구
201305,11740,강동구,159.1,137.4,13890.8,서울 ,서울 강동구
201306,11740,강동구,152.3,118.3,10116.3,서울 ,서울 강동구
201307,11740,강동구,186.8,141.1,8485.5,서울 ,서울 강동구
201308,11740,강동구,180.4,171.1,8863.2,서울 ,서울 강동구
201309,11740,강동구,122.7,145.4,13222.8,서울 ,서울 강동구
201310,11740,강동구,144.6,126.8,15291.5,서울 ,서울 강동구
201311,11740,강동구,138.4,132.4,16340.2,서울 ,서울 강동구
201312,11740,강동구,139.6,132.4,15131.2,서울 ,서울 강동구
201401,11740,강동구,138.7,138.7,16736.6,서울 ,서울 강동구
201402,11740,강동구,134.3,152.3,20504.1,서울 ,서울 강동구
201403,11740,강동구,136.8,168.3,16309.6,서울 ,서울 강동구
201404,11740,강동구,153,162,17128.1,서울 ,서울 강동구
201405,11740,강동구,131.3,158.2,13196.1,서울 ,서울 강동구
201406,11740,강동구,131.3,130.5,9494.8,서울 ,서울 강동구
201407,11740,강동구,157.6,151.1,9692.7,서울 ,서울 강동구
201408,11740,강동구,135.3,122.5,8631,서울 ,서울 강동구
201409,11740,강동구,153.8,140.8,12019.4,서울 ,서울 강동구
201410,11740,강동구,171.6,133.4,15255.9,서울 ,서울 강동구
201411,11740,강동구,164.3,132,18225,서울 ,서울 강동구
201412,11740,강동구,160.7,149,16588.2,서울 ,서울 강동구
201501,11740,강동구,164.8,149.8,14781.2,서울 ,서울 강동구
201502,11740,강동구,125.1,145.6,16041.1,서울 ,서울 강동구
201503,11740,강동구,157,174.6,17128,서울 ,서울 강동구
201504,11740,강동구,165,159.6,16695.9,서울 ,서울 강동구
201505,11740,강동구,158.7,136.9,13454.5,서울 ,서울 강동구
201506,11740,강동구,138,126.9,8765.4,서울 ,서울 강동구
201507,11740,강동구,182.1,115.1,6766.9,서울 ,서울 강동구
201508,11740,강동구,173.5,149.6,9338.3,서울 ,서울 강동구
201509,11740,강동구,163.3,145.9,13042.2,서울 ,서울 강동구
201510,11740,강동구,181.6,131,13525.1,서울 ,서울 강동구
201511,11740,강동구,177.5,144.3,15038,서울 ,서울 강동구
201512,11740,강동구,190.8,155.9,18596.4,서울 ,서울 강동구
201601,11740,강동구,142.3,135.3,16266.8,서울 ,서울 강동구
201602,11740,강동구,159.2,158.7,20076,서울 ,서울 강동구
201603,11740,강동구,196.1,163.9,19051.3,서울 ,서울 강동구
201604,11740,강동구,188.7,142.7,18268.8,서울 ,서울 강동구
201605,11740,강동구,191.6,166.4,14799.4,서울 ,서울 강동구
201606,11740,강동구,177,153.5,10775.9,서울 ,서울 강동구
201607,11740,강동구,168.9,127.9,9191.6,서울 ,서울 강동구
201608,11740,강동구,194.3,158.3,8965.3,서울 ,서울 강동구
201609,11740,강동구,164.6,147.5,11932.2,서울 ,서울 강동구
201610,11740,강동구,162.6,133.5,14982.6,서울 ,서울 강동구
201611,11740,강동구,171.8,155.3,18408.3,서울 ,서울 강동구
201612,11740,강동구,175.6,174.7,27540.5,서울 ,서울 강동구
201701,11740,강동구,171.9,163.7,16045.5,서울 ,서울 강동구
201702,11740,강동구,177.2,163.9,13452.8,서울 ,서울 강동구
201703,11740,강동구,200.1,178.3,17417.2,서울 ,서울 강동구
201704,11740,강동구,158.9,157.9,19008.6,서울 ,서울 강동구
201705,11740,강동구,185,168.3,14913.5,서울 ,서울 강동구
201706,11740,강동구,193.2,153.4,11834.5,서울 ,서울 강동구
201707,11740,강동구,196.5,129.3,10023.3,서울 ,서울 강동구
201708,11740,강동구,210.9,141.7,9586.4,서울 ,서울 강동구
201709,11740,강동구,197.4,157.5,14611.8,서울 ,서울 강동구
201710,11740,강동구,169,132.3,11944.8,서울 ,서울 강동구
201711,11740,강동구,199.9,149,18869.9,서울 ,서울 강동구
201712,11740,강동구,191.4,158.6,20924.4,서울 ,서울 강동구
201801,11740,강동구,223.6,169.6,17454.8,서울 ,서울 강동구
201802,11740,강동구,188.7,149.2,13640,서울 ,서울 강동구
201803,11740,강동구,238.3,153.2,15737.4,서울 ,서울 강동구
201804,11740,강동구,234.8,167.7,18778.1,서울 ,서울 강동구
201805,11740,강동구,229,162.8,16355.8,서울 ,서울 강동구
201806,11740,강동구,214.7,155.5,12617.7,서울 ,서울 강동구
201807,11740,강동구,222.2,151.8,10030.1,서울 ,서울 강동구
201808,11740,강동구,204.6,140.1,7937.1,서울 ,서울 강동구
201809,11740,강동구,215.9,132.8,12868,서울 ,서울 강동구
201810,11740,강동구,203.9,164.4,16874.5,서울 ,서울 강동구
201811,11740,강동구,205.3,169.1,21796.3,서울 ,서울 강동구
201812,11740,강동구,195.1,170.7,25062.4,서울 ,서울 강동구
201901,11740,강동구,216.7,174.1,15705.8,서울 ,서울 강동구
201902,11740,강동구,180.2,136.7,11651.4,서울 ,서울 강동구
201903,11740,강동구,174.7,147.2,16069.1,서울 ,서울 강동구
201904,11740,강동구,200.9,178.4,21158.4,서울 ,서울 강동구
201905,11740,강동구,245.4,161.2,18203.6,서울 ,서울 강동구
201906,11740,강동구,227.3,141.3,12233.4,서울 ,서울 강동구
201907,11740,강동구,257.1,155.9,11672.5,서울 ,서울 강동구
201908,11740,강동구,231.2,124.5,9793.7,서울 ,서울 강동구
201909,11740,강동구,217.4,144,14326.5,서울 ,서울 강동구
201910,11740,강동구,260.1,146.3,18627.6,서울 ,서울 강동구
201911,11740,강동구,245.1,140.8,21337.1,서울 ,서울 강동구
201912,11740,강동구,238.5,176.3,23204.5,서울 ,서울 강동구
202001,11740,강동구,208.9,144.6,19005.4,서울 ,서울 강동구
202002,11740,강동구,183.7,118.9,12208.8,서울 ,서울 강동구
202003,11740,강동구,203.1,116.3,6382.4,서울 ,서울 강동구
202004,11740,강동구,185.4,118.3,4283.1,서울 ,서울 강동구
202005,11740,강동구,209.6,117.8,5721.2,서울 ,서울 강동구
202006,11740,강동구,224.4,135,5440.4,서울 ,서울 강동구
201101,11305,강북구,94.8,255.6,14530.5,서울 ,서울 강북구
201102,11305,강북구,82.9,219.4,10552.8,서울 ,서울 강북구
201103,11305,강북구,84.9,259.1,14567.6,서울 ,서울 강북구
201104,11305,강북구,95.3,239.4,15010.4,서울 ,서울 강북구
201105,11305,강북구,120.3,240.5,15380.8,서울 ,서울 강북구
201106,11305,강북구,106.1,196.8,11284.3,서울 ,서울 강북구
201107,11305,강북구,107.2,200.3,8993.1,서울 ,서울 강북구
201108,11305,강북구,123.7,187.5,9963.1,서울 ,서울 강북구
201109,11305,강북구,117.4,195.3,14775.9,서울 ,서울 강북구
201110,11305,강북구,112.7,227.8,17901.5,서울 ,서울 강북구
201111,11305,강북구,108.4,271.8,17642.2,서울 ,서울 강북구
201112,11305,강북구,114.5,256.5,18132.8,서울 ,서울 강북구
201201,11305,강북구,114.2,310.6,18046.8,서울 ,서울 강북구
201202,11305,강북구,116.6,336.3,18453.7,서울 ,서울 강북구
201203,11305,강북구,125.3,323.5,21206.3,서울 ,서울 강북구
201204,11305,강북구,121.5,297.2,20835.4,서울 ,서울 강북구
201205,11305,강북구,118.3,291.7,17284.8,서울 ,서울 강북구
201206,11305,강북구,121.8,271,11803.6,서울 ,서울 강북구
201207,11305,강북구,141.6,217.1,9478.2,서울 ,서울 강북구
201208,11305,강북구,141.3,233.7,9050.4,서울 ,서울 강북구
201209,11305,강북구,161.4,280.9,14801.7,서울 ,서울 강북구
201210,11305,강북구,155,312.1,18059.1,서울 ,서울 강북구
201211,11305,강북구,133.8,304.8,18750.3,서울 ,서울 강북구
201212,11305,강북구,137.5,309.5,16618,서울 ,서울 강북구
201301,11305,강북구,160.3,310.9,17891.6,서울 ,서울 강북구
201302,11305,강북구,143.2,242.7,17741.3,서울 ,서울 강북구
201303,11305,강북구,162.4,307.1,21488.2,서울 ,서울 강북구
201304,11305,강북구,161.8,327.7,20908,서울 ,서울 강북구
201305,11305,강북구,149.4,312.4,17200.4,서울 ,서울 강북구
201306,11305,강북구,136.1,247.4,12566.3,서울 ,서울 강북구
201307,11305,강북구,174.5,278.7,11079.2,서울 ,서울 강북구
201308,11305,강북구,151.5,228.8,10856.6,서울 ,서울 강북구
201309,11305,강북구,139.4,247.7,15898.4,서울 ,서울 강북구
201310,11305,강북구,163.3,300,18355.1,서울 ,서울 강북구
201311,11305,강북구,158.8,274,19728.6,서울 ,서울 강북구
201312,11305,강북구,152.9,320.9,17113.3,서울 ,서울 강북구
201401,11305,강북구,153.1,346.2,18712,서울 ,서울 강북구
201402,11305,강북구,141.5,330.4,24176.1,서울 ,서울 강북구
201403,11305,강북구,166.3,338.5,18515.3,서울 ,서울 강북구
201404,11305,강북구,162.7,281.2,19306.3,서울 ,서울 강북구
201405,11305,강북구,138.8,271.6,15867.2,서울 ,서울 강북구
201406,11305,강북구,148.6,243.9,11572.3,서울 ,서울 강북구
201407,11305,강북구,143.9,246.8,11412,서울 ,서울 강북구
201408,11305,강북구,143.3,232.2,10110.6,서울 ,서울 강북구
201409,11305,강북구,151.3,245.7,13531.8,서울 ,서울 강북구
201410,11305,강북구,191.9,264.8,17530.6,서울 ,서울 강북구
201411,11305,강북구,176.7,266.5,19192.3,서울 ,서울 강북구
201412,11305,강북구,185.1,298.8,19346.9,서울 ,서울 강북구
201501,11305,강북구,208.5,351.5,17170.3,서울 ,서울 강북구
201502,11305,강북구,174.1,315.5,18486.5,서울 ,서울 강북구
201503,11305,강북구,210.1,351.8,20311.7,서울 ,서울 강북구
201504,11305,강북구,210.1,337.9,19756.2,서울 ,서울 강북구
201505,11305,강북구,175.9,277.1,15595.7,서울 ,서울 강북구
201506,11305,강북구,168.6,274.4,11949.3,서울 ,서울 강북구
201507,11305,강북구,186.2,263.2,8911.6,서울 ,서울 강북구
201508,11305,강북구,175,252.1,10149.5,서울 ,서울 강북구
201509,11305,강북구,154.1,233.6,15366.3,서울 ,서울 강북구
201510,11305,강북구,185.9,270.2,16098,서울 ,서울 강북구
201511,11305,강북구,170.5,262.3,17403.4,서울 ,서울 강북구
201512,11305,강북구,195.8,290.4,21552.4,서울 ,서울 강북구
201601,11305,강북구,163.2,302.3,18786.7,서울 ,서울 강북구
201602,11305,강북구,175.7,267.7,22179.7,서울 ,서울 강북구
201603,11305,강북구,199.6,280.3,21367.7,서울 ,서울 강북구
201604,11305,강북구,188,268.3,19318.4,서울 ,서울 강북구
201605,11305,강북구,167.8,235.9,16096.8,서울 ,서울 강북구
201606,11305,강북구,186.4,232.6,12016.7,서울 ,서울 강북구
201607,11305,강북구,170.2,207.8,10577.8,서울 ,서울 강북구
201608,11305,강북구,180.3,206.9,9249.2,서울 ,서울 강북구
201609,11305,강북구,167.5,224.3,12480.9,서울 ,서울 강북구
201610,11305,강북구,169.6,240.8,15864.2,서울 ,서울 강북구
201611,11305,강북구,166.9,228.6,19257.9,서울 ,서울 강북구
201612,11305,강북구,217.3,261,29743.1,서울 ,서울 강북구
201701,11305,강북구,218.8,237,17900.4,서울 ,서울 강북구
201702,11305,강북구,191.4,231.8,14890.3,서울 ,서울 강북구
201703,11305,강북구,213.3,279.5,19911.6,서울 ,서울 강북구
201704,11305,강북구,221.6,231.8,20036.1,서울 ,서울 강북구
201705,11305,강북구,206.8,225.6,16055.3,서울 ,서울 강북구
201706,11305,강북구,192.3,205.3,12392.2,서울 ,서울 강북구
201707,11305,강북구,192.6,214.8,10396.1,서울 ,서울 강북구
201708,11305,강북구,201.6,185.5,10245,서울 ,서울 강북구
201709,11305,강북구,165.5,242.5,14441.9,서울 ,서울 강북구
201710,11305,강북구,162.4,186.8,13394.7,서울 ,서울 강북구
201711,11305,강북구,190.2,207.7,19024,서울 ,서울 강북구
201712,11305,강북구,168,228.1,23169.5,서울 ,서울 강북구
201801,11305,강북구,216.5,270.4,22370.6,서울 ,서울 강북구
201802,11305,강북구,188.9,221.8,15133.6,서울 ,서울 강북구
201803,11305,강북구,218.1,247.8,17532.7,서울 ,서울 강북구
201804,11305,강북구,192.1,228.4,20510.5,서울 ,서울 강북구
201805,11305,강북구,205.9,246,18539.7,서울 ,서울 강북구
201806,11305,강북구,213.1,215.9,13288.5,서울 ,서울 강북구
201807,11305,강북구,204,219.6,11022.2,서울 ,서울 강북구
201808,11305,강북구,243.4,194.6,9324.7,서울 ,서울 강북구
201809,11305,강북구,195.2,201.5,14511.3,서울 ,서울 강북구
201810,11305,강북구,206.8,251.3,19055.4,서울 ,서울 강북구
201811,11305,강북구,236.6,266.3,22769.5,서울 ,서울 강북구
201812,11305,강북구,249.7,254.1,26938.8,서울 ,서울 강북구
201901,11305,강북구,233.5,252.3,18168.9,서울 ,서울 강북구
201902,11305,강북구,230.9,198.4,13430.6,서울 ,서울 강북구
201903,11305,강북구,241.1,243.7,17846.9,서울 ,서울 강북구
201904,11305,강북구,251.9,248.4,21954.5,서울 ,서울 강북구
201905,11305,강북구,242.1,209.9,18700.5,서울 ,서울 강북구
201906,11305,강북구,211.5,202.3,13191.7,서울 ,서울 강북구
201907,11305,강북구,228.4,213.4,12335.6,서울 ,서울 강북구
201908,11305,강북구,235.1,202.9,10206,서울 ,서울 강북구
201909,11305,강북구,238.6,215.6,14244.8,서울 ,서울 강북구
201910,11305,강북구,284.8,235.1,19134,서울 ,서울 강북구
201911,11305,강북구,249.7,248.4,21308.5,서울 ,서울 강북구
201912,11305,강북구,277.4,260.9,23861.1,서울 ,서울 강북구
202001,11305,강북구,253.2,260,22495.7,서울 ,서울 강북구
202002,11305,강북구,243.5,227.2,14018,서울 ,서울 강북구
202003,11305,강북구,290.2,234,7906.4,서울 ,서울 강북구
202004,11305,강북구,269.1,205.5,5382.2,서울 ,서울 강북구
202005,11305,강북구,235.7,184.7,6593.6,서울 ,서울 강북구
202006,11305,강북구,282.4,191.2,6265.1,서울 ,서울 강북구
201101,11500,강서구,103,170.3,18363.2,서울 ,서울 강서구
201102,11500,강서구,97,150.2,13387.4,서울 ,서울 강서구
201103,11500,강서구,118.3,165.9,17026.7,서울 ,서울 강서구
201104,11500,강서구,108.1,165.5,18326.7,서울 ,서울 강서구
201105,11500,강서구,140.4,163.6,18360.1,서울 ,서울 강서구
201106,11500,강서구,140.6,148.7,14470.9,서울 ,서울 강서구
201107,11500,강서구,133.6,128.6,11560.9,서울 ,서울 강서구
201108,11500,강서구,134.6,144.8,11742.1,서울 ,서울 강서구
201109,11500,강서구,169.6,156.2,17938.5,서울 ,서울 강서구
201110,11500,강서구,161.5,168,20832.9,서울 ,서울 강서구
201111,11500,강서구,154.5,170.5,20258.6,서울 ,서울 강서구
201112,11500,강서구,149.4,153.4,20312.7,서울 ,서울 강서구
201201,11500,강서구,174.1,195.6,21308.3,서울 ,서울 강서구
201202,11500,강서구,177.5,210.8,21598.6,서울 ,서울 강서구
201203,11500,강서구,163.9,180.8,23344.5,서울 ,서울 강서구
201204,11500,강서구,167.2,203.5,22816.5,서울 ,서울 강서구
201205,11500,강서구,174.5,185.2,19476,서울 ,서울 강서구
201206,11500,강서구,128.3,125.1,12433.8,서울 ,서울 강서구
201207,11500,강서구,180.6,167.2,10445.3,서울 ,서울 강서구
201208,11500,강서구,183.6,145.7,10080.3,서울 ,서울 강서구
201209,11500,강서구,132.7,125.3,16786.5,서울 ,서울 강서구
201210,11500,강서구,158.1,163.9,19399.9,서울 ,서울 강서구
201211,11500,강서구,141.7,137.3,20598.8,서울 ,서울 강서구
201212,11500,강서구,136.9,132,18335.4,서울 ,서울 강서구
201301,11500,강서구,162.9,148.8,19272.1,서울 ,서울 강서구
201302,11500,강서구,132.8,134.4,19470.4,서울 ,서울 강서구
201303,11500,강서구,128.1,151.8,22494.6,서울 ,서울 강서구
201304,11500,강서구,146.9,144.1,22241.4,서울 ,서울 강서구
201305,11500,강서구,162,132.3,18306.5,서울 ,서울 강서구
201306,11500,강서구,150.9,121.1,13864.9,서울 ,서울 강서구
201307,11500,강서구,182.9,123.4,11840.9,서울 ,서울 강서구
201308,11500,강서구,182.2,170.5,11918.4,서울 ,서울 강서구
201309,11500,강서구,150.6,138.8,18189.5,서울 ,서울 강서구
201310,11500,강서구,163.4,131.1,20693.8,서울 ,서울 강서구
201311,11500,강서구,143.6,122.5,21566.9,서울 ,서울 강서구
201312,11500,강서구,140.8,130.7,19408.9,서울 ,서울 강서구
201401,11500,강서구,129.4,131.1,21459.8,서울 ,서울 강서구
201402,11500,강서구,132.8,134.5,25825.8,서울 ,서울 강서구
201403,11500,강서구,132.1,143.6,21083.8,서울 ,서울 강서구
201404,11500,강서구,148.3,134.2,22266,서울 ,서울 강서구
201405,11500,강서구,142,132.4,18325.2,서울 ,서울 강서구
201406,11500,강서구,125.3,118.9,13595.3,서울 ,서울 강서구
201407,11500,강서구,152.6,133.6,13346.6,서울 ,서울 강서구
201408,11500,강서구,133.3,120.3,11871.3,서울 ,서울 강서구
201409,11500,강서구,124.1,129.9,16571.7,서울 ,서울 강서구
201410,11500,강서구,155.9,143.4,20242.8,서울 ,서울 강서구
201411,11500,강서구,149,137.4,23593,서울 ,서울 강서구
201412,11500,강서구,171.2,143.2,23538.3,서울 ,서울 강서구
201501,11500,강서구,159.1,150.7,19736.4,서울 ,서울 강서구
201502,11500,강서구,138.4,116.5,20053.8,서울 ,서울 강서구
201503,11500,강서구,150.4,154.8,22549.6,서울 ,서울 강서구
201504,11500,강서구,153,167.6,22860.3,서울 ,서울 강서구
201505,11500,강서구,160.3,131.4,18708.9,서울 ,서울 강서구
201506,11500,강서구,144,127.7,11798.2,서울 ,서울 강서구
201507,11500,강서구,166,145.1,9756.5,서울 ,서울 강서구
201508,11500,강서구,179.9,130,12162.8,서울 ,서울 강서구
201509,11500,강서구,162.3,134.6,18539.4,서울 ,서울 강서구
201510,11500,강서구,164.8,153.8,20569.7,서울 ,서울 강서구
201511,11500,강서구,155.3,149.4,21415.3,서울 ,서울 강서구
201512,11500,강서구,137.8,161.3,26569.5,서울 ,서울 강서구
201601,11500,강서구,152,129.5,21628.8,서울 ,서울 강서구
201602,11500,강서구,143.6,134.3,25685.3,서울 ,서울 강서구
201603,11500,강서구,166.4,156.5,25961.5,서울 ,서울 강서구
