Date,Area,GEN,AGG,CNT
202002,서울 은평구,2,1,391
202002,서울 은평구,2,2,280
202002,서울 은평구,2,3,2704
202002,서울 은평구,2,4,2104
202002,서울 은평구,2,5,1173
202002,서울 서대문구,1,0,261
202002,서울 서대문구,1,1,341
202002,서울 서대문구,1,2,190
202002,서울 서대문구,1,3,1292
202002,서울 서대문구,1,4,911
202002,서울 서대문구,1,5,615
202002,서울 서대문구,2,0,233
202002,서울 서대문구,2,1,298
202002,서울 서대문구,2,2,163
202002,서울 서대문구,2,3,1833
202002,서울 서대문구,2,4,1289
202002,서울 서대문구,2,5,834
202002,서울 마포구,1,0,310
202002,서울 마포구,1,1,311
202002,서울 마포구,1,2,194
202002,서울 마포구,1,3,1541
202002,서울 마포구,1,4,916
202002,서울 마포구,1,5,536
202002,서울 마포구,2,0,294
202002,서울 마포구,2,1,335
202002,서울 마포구,2,2,160
202002,서울 마포구,2,3,2196
202002,서울 마포구,2,4,1298
202002,서울 마포구,2,5,689
202002,서울 양천구,1,0,316
202002,서울 양천구,1,1,574
202002,서울 양천구,1,2,442
202002,서울 양천구,1,3,1638
202002,서울 양천구,1,4,1421
202002,서울 양천구,1,5,779
202002,서울 양천구,2,0,286
202002,서울 양천구,2,1,499
202002,서울 양천구,2,2,372
202002,서울 양천구,2,3,2297
202002,서울 양천구,2,4,2055
202002,서울 양천구,2,5,972
202002,서울 강서구,1,0,481
202002,서울 강서구,1,1,626
202002,서울 강서구,1,2,345
202002,서울 강서구,1,3,2450
202002,서울 강서구,1,4,1669
202002,서울 강서구,1,5,994
202002,서울 강서구,2,0,425
202002,서울 강서구,2,1,558
202002,서울 강서구,2,2,320
202002,서울 강서구,2,3,3340
202002,서울 강서구,2,4,2335
202002,서울 강서구,2,5,1202
202002,서울 구로구,1,0,366
202002,서울 구로구,1,1,458
202002,서울 구로구,1,2,202
202002,서울 구로구,1,3,1801
202002,서울 구로구,1,4,1307
202002,서울 구로구,1,5,884
202002,서울 구로구,2,0,291
202002,서울 구로구,2,1,382
202002,서울 구로구,2,2,228
202002,서울 구로구,2,3,2403
202002,서울 구로구,2,4,1983
202002,서울 구로구,2,5,1039
202002,서울 금천구,1,0,147
202002,서울 금천구,1,1,163
202002,서울 금천구,1,2,88
202002,서울 금천구,1,3,980
202002,서울 금천구,1,4,715
202002,서울 금천구,1,5,438
202002,서울 금천구,2,0,133
202002,서울 금천구,2,1,130
202002,서울 금천구,2,2,78
202002,서울 금천구,2,3,1282
202002,서울 금천구,2,4,1098
202002,서울 금천구,2,5,511
202002,서울 영등포구,1,0,287
202002,서울 영등포구,1,1,335
202002,서울 영등포구,1,2,196
202002,서울 영등포구,1,3,1767
202002,서울 영등포구,1,4,1197
202002,서울 영등포구,1,5,694
202002,서울 영등포구,2,0,268
202002,서울 영등포구,2,1,276
202002,서울 영등포구,2,2,130
202002,서울 영등포구,2,3,2305
202002,서울 영등포구,2,4,1642
202002,서울 영등포구,2,5,787
202002,서울 동작구,1,0,287
202002,서울 동작구,1,1,355
202002,서울 동작구,1,2,184
202002,서울 동작구,1,3,1591
202002,서울 동작구,1,4,983
202002,서울 동작구,1,5,735
202002,서울 동작구,2,0,245
202002,서울 동작구,2,1,281
202002,서울 동작구,2,2,171
202002,서울 동작구,2,3,2327
202002,서울 동작구,2,4,1566
202002,서울 동작구,2,5,939
202002,서울 관악구,1,0,236
202002,서울 관악구,1,1,377
202002,서울 관악구,1,2,221
202002,서울 관악구,1,3,2592
202002,서울 관악구,1,4,1290
202002,서울 관악구,1,5,977
202002,서울 관악구,2,0,236
202002,서울 관악구,2,1,291
202002,서울 관악구,2,2,200
202002,서울 관악구,2,3,3448
202002,서울 관악구,2,4,1923
202002,서울 관악구,2,5,1161
202002,서울 서초구,1,0,363
202002,서울 서초구,1,1,535
202002,서울 서초구,1,2,375
202002,서울 서초구,1,3,1508
202002,서울 서초구,1,4,1206
202002,서울 서초구,1,5,646
202002,서울 서초구,2,0,300
202002,서울 서초구,2,1,482
202002,서울 서초구,2,2,295
202002,서울 서초구,2,3,2192
202002,서울 서초구,2,4,1618
202002,서울 서초구,2,5,729
202002,서울 강남구,1,0,326
202002,서울 강남구,1,1,561
202002,서울 강남구,1,2,477
202002,서울 강남구,1,3,1893
202002,서울 강남구,1,4,1444
202002,서울 강남구,1,5,759
202002,서울 강남구,2,0,285
202002,서울 강남구,2,1,545
202002,서울 강남구,2,2,385
202002,서울 강남구,2,3,2801
202002,서울 강남구,2,4,1947
202002,서울 강남구,2,5,864
202002,서울 송파구,1,0,617
202002,서울 송파구,1,1,809
202002,서울 송파구,1,2,459
202002,서울 송파구,1,3,2824
202002,서울 송파구,1,4,1909
202002,서울 송파구,1,5,1071
202002,서울 송파구,2,0,542
202002,서울 송파구,2,1,642
202002,서울 송파구,2,2,421
202002,서울 송파구,2,3,4112
202002,서울 송파구,2,4,2898
202002,서울 송파구,2,5,1239
202002,서울 강동구,1,0,408
202002,서울 강동구,1,1,523
202002,서울 강동구,1,2,309
202002,서울 강동구,1,3,1843
202002,서울 강동구,1,4,1271
